,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2014,3568246.5,3129583.0,,
June 2014,3568246.5,3129583.0,,
September 2014,3568246.5,3129583.0,,
December 2014,3568246.5,-11399297.0,580714876.0,
March 2015,4701445.0,5418452.0,,
June 2015,4701445.0,-7777929.0,,
September 2015,3871104.0,-4491101.0,493954488.0,
December 2015,6029563.0,-20380836.0,450985570.0,56140838.0
March 2016,3110197.0,-21130434.0,432624678.0,
June 2016,4989040.0,-8404000.0,505821857.0,
September 2016,2844802.0,-2978626.0,398636709.0,54845093.0
December 2016,4892126.0,-56323000.0,502362000.0,86357347.0
March 2017,6413000.0,-4981000.0,434502964.0,79899458.0
June 2017,7393076.0,-1169515.0,626917575.0,98956178.0
September 2017,7667419.0,-801000.0,685135780.0,139794716.0
December 2017,26931505.0,65915000.0,867243000.0,314423000.0
March 2018,38082000.0,55546000.0,901085000.0,326029000.0
June 2018,64595000.0,42700000.0,1029123000.0,381570000.0
September 2018,-45761000.0,69512000.0,1085158000.0,466657000.0
December 2018,14283000.0,68207000.0,1073091000.0,449556000.0
March 2019,16902000.0,28333000.0,1170507000.0,499296000.0
June 2019,8796000.0,-10889000.0,1108910000.0,463280000.0
September 2019,14029000.0,-35709000.0,1023089000.0,413051000.0
December 2019,9978000.0,-60779000.0,952385000.0,406980000.0
March 2020,10556000.0,-83971000.0,874011000.0,425034000.0
June 2020,13528000.0,-15205000.0,838470000.0,418702000.0
September 2020,11979000.0,3430000.0,831099000.0,446793000.0
December 2020,30364000.0,-11861000.0,824562000.0,464748000.0
March 2021,17831000.0,-12440000.0,780444000.0,443710000.0
June 2021,11791000.0,-34790000.0,765939000.0,444976000.0
September 2021,41866000.0,-40901000.0,728507000.0,426037000.0
December 2021,6373000.0,-13299000.0,720892000.0,440783000.0
March 2022,8668000.0,-14817000.0,702447000.0,442197000.0
June 2022,8206000.0,1703000.0,703130000.0,461694000.0
