,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,1495000.0,1523500.0,881500.0,,
June 2010,1495000.0,1523500.0,881500.0,,
September 2010,1913000.0,1951000.0,388000.0,,
December 2010,2599000.0,2637000.0,795000.0,32103000.0,16934000.0
March 2011,2571000.0,2588000.0,963000.0,,
June 2011,2513000.0,2508000.0,306000.0,,
September 2011,2943000.0,2895000.0,-1826000.0,47105000.0,23712000.0
December 2011,3240000.0,3079000.0,497000.0,48838000.0,25429000.0
March 2012,3170000.0,3242000.0,756000.0,49638000.0,25748000.0
June 2012,3296000.0,3310000.0,801000.0,,
September 2012,3056000.0,3216000.0,227000.0,,
December 2012,3471000.0,3413000.0,1206000.0,52178000.0,27522000.0
March 2013,3582000.0,3521000.0,913000.0,55603000.0,29312000.0
June 2013,3517000.0,3531000.0,1262000.0,52873000.0,26777000.0
September 2013,3606000.0,3610000.0,1009000.0,58554000.0,30890000.0
December 2013,3931000.0,4057000.0,2086000.0,53861000.0,26145000.0
March 2014,3925000.0,3969000.0,590000.0,56542000.0,29387000.0
June 2014,3617000.0,3509000.0,302000.0,57860000.0,30546000.0
September 2014,3899000.0,4071000.0,1782000.0,60308000.0,33756000.0
December 2014,4978000.0,3673000.0,-2942000.0,72838000.0,33979000.0
March 2015,5482000.0,5653000.0,-225000.0,70911000.0,32421000.0
June 2015,5614000.0,5535000.0,-817000.0,72024000.0,33742000.0
September 2015,8173000.0,4968000.0,-3551000.0,72577000.0,35150000.0
December 2015,7136000.0,5038000.0,-1288000.0,66939000.0,34869000.0
March 2016,4820000.0,4748000.0,569000.0,72399000.0,39265000.0
June 2016,4882000.0,4863000.0,194000.0,83458000.0,51189000.0
September 2016,5323000.0,5356000.0,322000.0,79928000.0,48779000.0
December 2016,7031000.0,5027000.0,-2148000.0,77408000.0,46188000.0
March 2017,4434000.0,4340000.0,133000.0,80084000.0,49139000.0
June 2017,4344000.0,4549000.0,1309000.0,82679000.0,52040000.0
September 2017,3957000.0,4151000.0,-795000.0,81749000.0,51840000.0
December 2017,8317000.0,8118000.0,-9991000.0,74255000.0,47332000.0
March 2018,4272000.0,4198000.0,-574000.0,75460000.0,48662000.0
June 2018,4346000.0,4149000.0,-796000.0,79397000.0,53238000.0
September 2018,3192000.0,4081000.0,58000.0,77406000.0,50826000.0
December 2018,9314000.0,9037000.0,-4352000.0,72512000.0,46924000.0
March 2019,3507000.0,4139000.0,5647000.0,81878000.0,56008000.0
June 2019,2071000.0,2071000.0,-4023000.0,79009000.0,68309000.0
September 2019,3843000.0,3843000.0,6992000.0,39976000.0,25291000.0
December 2019,3497000.0,2865000.0,-9648000.0,28119000.0,20014000.0
March 2020,1924000.0,1934000.0,-2921000.0,23690000.0,16173000.0
June 2020,887000.0,877000.0,-660000.0,21961000.0,14524000.0
September 2020,1190000.0,1190000.0,1339000.0,24190000.0,17176000.0
December 2020,1164000.0,1164000.0,-744000.0,21287000.0,13956000.0
March 2021,1265000.0,1265000.0,351000.0,22286000.0,15153000.0
June 2021,1240000.0,1240000.0,-686000.0,22078000.0,14995000.0
September 2021,1231000.0,1231000.0,-434000.0,21051000.0,12597000.0
December 2021,1519000.0,1519000.0,-1398000.0,27927000.0,25135000.0
March 2022,1746000.0,1746000.0,-788000.0,34983000.0,32162000.0
June 2022,2585000.0,2585000.0,-2517000.0,34116000.0,31080000.0
