,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2010,262700000.0,256275000.0,138100000.0,
June 2010,278800000.0,256275000.0,159900000.0,54916800000.0
September 2010,229700000.0,256275000.0,116000000.0,52982000000.0
December 2010,250900000.0,256275000.0,109800000.0,51453400000.0
March 2011,204900000.0,224150000.0,69800000.0,50675200000.0
June 2011,238500000.0,224150000.0,-55300000.0,48009600000.0
September 2011,226400000.0,224150000.0,-39700000.0,44477800000.0
December 2011,221400000.0,224150000.0,38400000.0,45263400000.0
March 2012,224300000.0,223500000.0,-445600000.0,44148300000.0
June 2012,226800000.0,223500000.0,-72900000.0,42796000000.0
September 2012,237500000.0,223500000.0,-299200000.0,43580900000.0
December 2012,231900000.0,223500000.0,206800000.0,44012000000.0
March 2013,235300000.0,246175000.0,162600000.0,44563400000.0
June 2013,226100000.0,246175000.0,183600000.0,44631000000.0
September 2013,228800000.0,246175000.0,199600000.0,46224000000.0
December 2013,284400000.0,246175000.0,129900000.0,47139000000.0
March 2014,233500000.0,216825000.0,117200000.0,48578100000.0
June 2014,225000000.0,216825000.0,246900000.0,44152700000.0
September 2014,234500000.0,216825000.0,514900000.0,46481000000.0
December 2014,248800000.0,216825000.0,251000000.0,47755500000.0
March 2015,241600000.0,262375000.0,103600000.0,46302200000.0
June 2015,219200000.0,262375000.0,115300000.0,46657200000.0
September 2015,333900000.0,262375000.0,693100000.0,68125500000.0
December 2015,357800000.0,262375000.0,140000000.0,67391900000.0
March 2016,348500000.0,305425000.0,146900000.0,67088600000.0
June 2016,309300000.0,305425000.0,17000000.0,66706200000.0
September 2016,302900000.0,305425000.0,131500000.0,65981100000.0
December 2016,341300000.0,305425000.0,-1142500000.0,64170200000.0
March 2017,311600000.0,277700000.0,179900000.0,63094400000.0
June 2017,295600000.0,277700000.0,156700000.0,50478900000.0
September 2017,277300000.0,277700000.0,219600000.0,49335500000.0
December 2017,304000000.0,277700000.0,-88000000.0,49278700000.0
March 2018,281300000.0,261525000.0,97000000.0,51542500000.0
June 2018,267500000.0,261525000.0,126800000.0,49855000000.0
September 2018,263300000.0,261525000.0,131500000.0,49262400000.0
December 2018,257900000.0,261525000.0,91800000.0,48537400000.0
March 2019,276100000.0,,118900000.0,50781500000.0
June 2019,267800000.0,,137600000.0,50557600000.0
September 2019,310800000.0,,142800000.0,51403100000.0
December 2019,258500000.0,,130600000.0,50832800000.0
March 2020,334400000.0,,-624300000.0,58936700000.0
June 2020,360400000.0,,-85300000.0,61702400000.0
September 2020,295500000.0,,85700000.0,60865000000.0
December 2020,319600000.0,,8600000.0,58106600000.0
