,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2016,1091498.0,1091498.0,-1091498.0,,
June 2016,338013.0,338013.0,-338013.0,,
September 2016,499018.0,499018.0,-506018.0,,
December 2016,2815853.0,2815853.0,-3466927.0,240085.0,240085.0
March 2017,17978996.0,17978754.0,-18078284.0,,
June 2017,373487.0,373082.0,-1122587.0,445165.0,160952.0
September 2017,700867.0,700112.0,-3884747.0,487336.0,161319.0
December 2017,2221984.0,2220810.0,-10356302.0,1129958.0,418413.0
March 2018,302873.0,301479.0,4150799.0,1079409.0,402728.0
June 2018,863411.0,861886.0,-7645404.0,1134715.0,395162.0
September 2018,729778.0,728254.0,2144126.0,2694929.0,2059399.0
December 2018,2089772.0,2088874.0,-9745312.0,1919782.0,1496775.0
March 2019,989037.0,987341.0,-4232377.0,2143188.0,1650046.0
June 2019,1479110.0,656751.0,-419624.0,4456276.0,978508.0
September 2019,763150.0,376342.0,-6226621.0,4329281.0,544083.0
December 2019,3686041.0,4889605.0,-9301696.0,1143722.0,417694.0
March 2020,439771.0,126455.0,-2118302.0,985489.0,263334.0
June 2020,919006.0,74212.0,-186819.0,1009641.0,292437.0
September 2020,607137.0,125942.0,-1872171.0,2013287.0,652202.0
December 2020,3010326.0,,-7968090.0,2106494.0,537593.0
March 2021,792667.0,,-3657990.0,3954639.0,1738978.0
June 2021,1039701.0,,-1828117.0,6605409.0,1268309.0
September 2021,1483352.0,,-1764591.0,6087167.0,734967.0
December 2021,1552291.0,,-2940752.0,7959899.0,2762856.0
March 2022,886853.0,,-3290292.0,8105699.0,2984465.0
June 2022,1103188.0,,-2798598.0,5691114.0,598963.0
