,NetIncomeLoss,Assets,AssetsCurrent
March 2008,18405000.0,,
June 2008,18405000.0,,
September 2008,18405000.0,,
December 2008,18405000.0,,
March 2009,31027000.0,,
June 2009,25852000.0,,
September 2009,8139000.0,,
December 2009,22053000.0,3606959000.0,418923000.0
March 2010,28810000.0,,
June 2010,25540000.0,3661225000.0,407047000.0
September 2010,12346000.0,3752627000.0,458629000.0
December 2010,25729000.0,3940095000.0,579565000.0
March 2011,41918000.0,3823785000.0,465159000.0
June 2011,23001000.0,3842896000.0,455348000.0
September 2011,10702000.0,3968586000.0,548253000.0
December 2011,24603000.0,4214531000.0,614556000.0
March 2012,38388000.0,4254004000.0,607201000.0
June 2012,18178000.0,4216355000.0,555365000.0
September 2012,5786000.0,4190256000.0,516316000.0
December 2012,15858000.0,4313179000.0,505794000.0
March 2013,42341000.0,4332138000.0,507014000.0
June 2013,25657000.0,4347796000.0,468693000.0
September 2013,11413000.0,4402002000.0,485844000.0
December 2013,31666000.0,4361923000.0,549679000.0
March 2014,48499000.0,4316078000.0,504386000.0
June 2014,100871000.0,4202130000.0,442267000.0
September 2014,10451000.0,4336346000.0,265204000.0
December 2014,32220000.0,4712331000.0,395347000.0
March 2015,46449000.0,4689029000.0,310496000.0
June 2015,25246000.0,4679989000.0,289330000.0
September 2015,13011000.0,4739206000.0,257980000.0
December 2015,38521000.0,4906649000.0,306046000.0
March 2016,57649000.0,4956013000.0,279224000.0
June 2016,27254000.0,5069021000.0,268719000.0
September 2016,12234000.0,5215106000.0,284375000.0
December 2016,40091000.0,5309755000.0,351341000.0
March 2017,62116000.0,5340359000.0,357292000.0
June 2017,21771000.0,5373004000.0,320736000.0
September 2017,4451000.0,5452232000.0,316634000.0
December 2017,27578000.0,5514732000.0,337534000.0
March 2018,54890000.0,5485183000.0,309747000.0
June 2018,25577000.0,5501780000.0,259985000.0
September 2018,10119000.0,5557398000.0,245512000.0
December 2018,45843000.0,5782576000.0,346923000.0
March 2019,115794000.0,5889983000.0,364803000.0
June 2019,25319000.0,5877928000.0,269767000.0
September 2019,5090000.0,5964783000.0,247646000.0
December 2019,50776000.0,6082456000.0,305129000.0
March 2020,48424000.0,6173999000.0,274238000.0
June 2020,17453000.0,6302624000.0,352507000.0
September 2020,4876000.0,6283131000.0,299662000.0
December 2020,58735000.0,6402097000.0,343977000.0
March 2021,68017000.0,6399496000.0,350082000.0
June 2021,14074000.0,6646301000.0,361954000.0
September 2021,14366000.0,6731478000.0,356275000.0
December 2021,50877000.0,6853583000.0,434473000.0
March 2022,71565000.0,7036010000.0,596076000.0
June 2022,11453000.0,6937714000.0,416961000.0
