,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2010,,-151700.0,,,
December 2010,,0.0,,,
March 2011,,0.0,,,
June 2011,,,256718.0,254412.0,
September 2011,116341.0,-15663.0,,,
December 2011,193235.0,0.0,135838.0,133010.0,
March 2012,168559.0,0.0,243274.0,237012.0,
June 2012,,,444289.0,426268.0,
September 2012,263921.0,-11383.0,450344.0,432490.0,
December 2012,128886.0,-130249.0,411009.0,391258.0,
March 2013,190971.0,187919.0,287778.0,225425.0,
June 2013,-406166.0,17314.0,385295.0,359095.0,
September 2013,98206.0,-52541.0,345465.0,320466.0,
December 2013,74874.0,-74863.0,477126.0,453092.0,
March 2014,66284.0,-66517.0,648352.0,623246.0,
June 2014,118736.0,-125899.0,691582.0,667904.0,
September 2014,78395.0,-161632.0,419043.0,397501.0,
December 2014,26729.0,-29147.0,435189.0,414707.0,
March 2015,7837.0,74046.0,3177425.0,3158323.0,
June 2015,18729.0,130924.0,2334259.0,2151328.0,
September 2015,74412.0,-73006.0,2444643.0,1055966.0,
December 2015,8240.0,-17690.0,2534120.0,1050819.0,
March 2016,-10182.0,-136.0,3062535.0,1363906.0,
June 2016,-92346.0,8880.0,13824746.0,9610477.0,
September 2016,64536.0,-116256.0,4637947.0,2263171.0,
December 2016,,1016446.0,16580743.0,12629997.0,1723342.0
March 2017,,1044521.0,17560756.0,14500251.0,
June 2017,,3241620.0,19595883.0,15033489.0,
September 2017,4591152.0,871704.0,20292957.0,15597072.0,
December 2017,5220938.0,-22103.0,21539441.0,14518622.0,
March 2018,5120035.0,779.0,22238588.0,15508381.0,
June 2018,5056966.0,0.0,23101149.0,16698836.0,
September 2018,4769855.0,285954.0,,,
December 2018,4880406.0,63161.0,22662819.0,16603475.0,
March 2019,4452446.0,75884.0,21795115.0,15879374.0,
June 2019,5153907.0,185965.0,21253608.0,15524342.0,
September 2019,4197546.0,54892.0,22282599.0,15090935.0,
December 2019,4172641.0,-74914.0,22009100.0,14978530.0,
March 2020,4332457.0,-17236.0,21609086.0,14728006.0,
June 2020,5647146.0,1790637.0,24424325.0,17598802.0,
September 2020,5477293.0,2219434.0,31507680.0,20426174.0,
December 2020,5845965.0,1351788.0,29697577.0,21630832.0,
March 2021,5166512.0,1582808.0,29973623.0,22284533.0,
June 2021,18028843.0,4266635.0,31507680.0,24109135.0,
September 2021,8725091.0,-1880993.0,32157359.0,25107844.0,
December 2021,5700753.0,1023335.0,30876434.0,22742235.0,
March 2022,5684649.0,870134.0,34070086.0,26417951.0,
June 2022,20569290.0,275587.0,35310577.0,25238382.0,
