,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,29799000.0,17458750.0,
June 2009,29799000.0,17458750.0,
September 2009,29799000.0,17458750.0,
December 2009,29799000.0,17458750.0,
March 2010,43938000.0,18021000.0,
June 2010,49663000.0,22323000.0,
September 2010,33603000.0,28677000.0,
December 2010,1363000.0,46637000.0,15334100000.0
March 2011,33251000.0,25051000.0,
June 2011,32004000.0,37546000.0,15863612000.0
September 2011,50050000.0,27069000.0,15794696000.0
December 2011,8082000.0,-47620000.0,8109368000.0
March 2012,32727000.0,16587000.0,8119838000.0
June 2012,34374000.0,20291000.0,8192002000.0
September 2012,39939000.0,20476000.0,8374188000.0
December 2012,34866000.0,22586000.0,8417726000.0
March 2013,35024000.0,24966000.0,8546170000.0
June 2013,37335000.0,29587000.0,8475745000.0
September 2013,33070000.0,27053000.0,8432440000.0
December 2013,32831000.0,26952000.0,8461323000.0
March 2014,33444000.0,22992000.0,8689223000.0
June 2014,35274000.0,28642000.0,8895966000.0
September 2014,34829000.0,30159000.0,8941221000.0
December 2014,34711000.0,28148000.0,9064408000.0
March 2015,35541000.0,23591000.0,9200779000.0
June 2015,35818000.0,32372000.0,9105929000.0
September 2015,36176000.0,26659000.0,9112796000.0
December 2015,36133000.0,30905000.0,9132004000.0
March 2016,37714000.0,25946000.0,9235872000.0
June 2016,38938000.0,24380000.0,9560457000.0
September 2016,25785000.0,30017000.0,9668542000.0
December 2016,33530000.0,26880000.0,9566134000.0
March 2017,34353000.0,25144000.0,9662938000.0
June 2017,36341000.0,32054000.0,9842988000.0
September 2017,27535000.0,27104000.0,9891795000.0
December 2017,36649000.0,103980000.0,10066613000.0
March 2018,39577000.0,23565000.0,10038793000.0
June 2018,37210000.0,32803000.0,9995721000.0
September 2018,30834000.0,31010000.0,10005219000.0
December 2018,44434000.0,6415000.0,9833630000.0
March 2019,36189000.0,34043000.0,10048168000.0
June 2019,38948000.0,32298000.0,10259696000.0
September 2019,39197000.0,25129000.0,10428721000.0
December 2019,26290000.0,34739000.0,10480206000.0
March 2020,39421000.0,-2515000.0,10292948000.0
June 2020,33492000.0,26211000.0,10748978000.0
September 2020,38131000.0,20974000.0,10852881000.0
December 2020,32843000.0,27843000.0,10996272000.0
March 2021,38274000.0,27680000.0,10900803000.0
