,NetIncomeLoss,Assets,AssetsCurrent
March 2009,4367000.0,,
June 2009,4367000.0,,
September 2009,4367000.0,,
December 2009,4367000.0,,
March 2010,9326000.0,,
June 2010,10808000.0,,
September 2010,7685000.0,,
December 2010,6790000.0,693825000.0,222969000.0
March 2011,2392000.0,,
June 2011,1706000.0,757334000.0,296100000.0
September 2011,5602000.0,767818000.0,306677000.0
December 2011,6828000.0,788460000.0,325778000.0
March 2012,1068000.0,779601000.0,315046000.0
June 2012,1271000.0,789960000.0,326205000.0
September 2012,-5336000.0,796686000.0,322224000.0
December 2012,-343000.0,826468000.0,313764000.0
March 2013,433000.0,801013000.0,288917000.0
June 2013,-25241000.0,817354000.0,324186000.0
September 2013,1448000.0,856423000.0,357706000.0
December 2013,-11001000.0,852645000.0,361053000.0
March 2014,-5195000.0,825790000.0,324204000.0
June 2014,-1437000.0,795336000.0,294700000.0
September 2014,-2086000.0,817198000.0,296468000.0
December 2014,19013000.0,893234000.0,342244000.0
March 2015,-8390000.0,889349000.0,320482000.0
June 2015,2724000.0,902249000.0,339775000.0
September 2015,312000.0,905971000.0,334185000.0
December 2015,-835000.0,898124000.0,329733000.0
March 2016,-4035000.0,872502000.0,298497000.0
June 2016,-1719000.0,879909000.0,318251000.0
September 2016,4560000.0,904134000.0,319266000.0
December 2016,-6983000.0,893588000.0,307226000.0
March 2017,-16788000.0,877627000.0,292121000.0
June 2017,-3856000.0,839488000.0,255399000.0
September 2017,-4945000.0,841691000.0,255971000.0
December 2017,-5671000.0,832357000.0,262184000.0
March 2018,-9321000.0,788258000.0,239284000.0
June 2018,-974000.0,758205000.0,224134000.0
September 2018,11702000.0,750306000.0,217358000.0
December 2018,-7700000.0,730271000.0,206698000.0
March 2019,17168000.0,851851000.0,250667000.0
June 2019,8246000.0,869131000.0,266712000.0
September 2019,7952000.0,892768000.0,296454000.0
December 2019,15973000.0,897552000.0,300712000.0
March 2020,33987000.0,955879000.0,350308000.0
June 2020,8960000.0,948068000.0,347836000.0
September 2020,12547000.0,954465000.0,364731000.0
December 2020,10609000.0,958024000.0,362693000.0
March 2021,8814000.0,959982000.0,349677000.0
June 2021,2105000.0,949633000.0,323152000.0
September 2021,13806000.0,950786000.0,314417000.0
December 2021,24707000.0,997670000.0,327432000.0
March 2022,11057000.0,1018839000.0,328042000.0
June 2022,-4033000.0,1015150000.0,283120000.0
