,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2012,450151.0,,-226849.0,,,
June 2012,436454.0,,-249455.0,,,
September 2012,481456.0,,-316682.0,652907.0,632852.0,
December 2012,382717.0,,-465873.0,280197.0,261642.0,
March 2013,404377.0,,-377162.0,392431.0,243535.0,
June 2013,345569.0,,-277714.0,542440.0,399874.0,
September 2013,864394.0,,-829616.0,1994162.0,632321.0,
December 2013,907644.0,,-262948.0,3907547.0,2208222.0,
March 2014,869405.0,,-687810.0,3993901.0,2463571.0,
June 2014,953202.0,,-880112.0,3234986.0,1876810.0,
September 2014,1091749.0,,-917750.0,2755706.0,1359876.0,
December 2014,3152255.0,,-1925891.0,28214969.0,5947897.0,
March 2015,2910000.0,2910000.0,-2054461.0,26746671.0,4958537.0,
June 2015,4252752.0,4252752.0,415591.0,32101129.0,10784710.0,
September 2015,3751736.0,3751736.0,-658540.0,30802043.0,10096449.0,
December 2015,3920278.0,3920278.0,-426499.0,28526646.0,8493010.0,
March 2016,3805101.0,3805101.0,-2401655.0,25035497.0,6914607.0,
June 2016,4095590.0,3425591.0,1873201.0,26558976.0,9355607.0,
September 2016,3851890.0,3851890.0,-2375846.0,25916643.0,8863474.0,
December 2016,5566124.0,5566123.0,-1343933.0,26899121.0,9798772.0,
March 2017,5256519.0,4409807.0,-2026359.0,23696704.0,7034998.0,
June 2017,3344445.0,3344445.0,-393800.0,25007195.0,8318945.0,
September 2017,3659202.0,3659202.0,-4074328.0,25375944.0,7961732.0,
December 2017,5603334.0,5603335.0,-6537630.0,23605699.0,6134838.0,
March 2018,4108093.0,4130258.0,11068.0,20316844.0,2765597.0,17551247.0
June 2018,5414790.0,5392625.0,-4021000.0,21156096.0,3580803.0,
September 2018,4869232.0,4869232.0,19325038.0,34341324.0,16259280.0,
December 2018,4050724.0,-8011115.0,-6571513.0,23119000.0,5468000.0,17650780.0
March 2019,4490961.0,1247000.0,-5786000.0,19621626.0,1361658.0,18259968.0
June 2019,5114000.0,5114115.0,-8098651.0,22337675.0,4096727.0,18240948.0
September 2019,5389000.0,1355000.0,1409000.0,23534000.0,5251000.0,
December 2019,4768039.0,-1966115.0,-4383349.0,20234000.0,1858000.0,
March 2020,4113000.0,1056000.0,-3003000.0,19900000.0,1641000.0,
June 2020,4018000.0,1249000.0,-5321000.0,25762000.0,7570000.0,
September 2020,4206000.0,984000.0,-6571000.0,35135000.0,8839000.0,
December 2020,5318000.0,826000.0,190000.0,39013000.0,11873000.0,
March 2021,5218000.0,,-11090000.0,62866000.0,35902000.0,
June 2021,7293000.0,,-5740000.0,64312000.0,37487000.0,
September 2021,8107000.0,,-3829000.0,60315000.0,33673000.0,
December 2021,,,-14103000.0,43676000.0,22985000.0,
