,NetIncomeLoss,Assets
March 2012,-1013500.0,
June 2012,-1013500.0,
September 2012,-2658000.0,
December 2012,-8101000.0,226217000.0
March 2013,127000.0,
June 2013,346000.0,
September 2013,206000.0,210371000.0
December 2013,-72000.0,200852000.0
March 2014,301000.0,200811000.0
June 2014,196000.0,204130000.0
September 2014,203000.0,198092000.0
December 2014,5378000.0,201823000.0
March 2015,103000.0,195224000.0
June 2015,149000.0,193670000.0
September 2015,177000.0,192290000.0
December 2015,225000.0,183795000.0
March 2016,218000.0,179620000.0
June 2016,250000.0,180999000.0
September 2016,346000.0,180920000.0
December 2016,414000.0,179497000.0
