,OperatingExpenses,NetIncomeLoss,Assets
March 2011,,,
June 2011,,,1117687.0
September 2011,,,1098999.0
December 2011,,,2408921.0
March 2012,,,2459695.0
June 2012,,,
September 2012,,,2506043.0
December 2012,,,2535149.0
March 2013,610.0,62768.0,2566156.0
June 2013,510.0,20616.0,2587721.0
September 2013,132.0,20994.0,2586986.0
December 2013,,,2695730.0
March 2014,1984.0,19142.0,2733736.0
June 2014,158.0,20968.0,2763699.0
September 2014,74.0,21052.0,2790789.0
December 2014,,,2809497.0
March 2015,,,2832744.0
June 2015,,,2858522.0
September 2015,,,2888547.0
December 2015,,,2930245.0
