,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2005,621392.8571428572,-529626.0,,,
June 2005,621392.8571428572,-529626.0,,,
September 2005,621392.8571428572,-529626.0,,,
December 2005,621392.8571428572,-529626.0,,,
March 2006,621392.8571428572,-529626.0,,,
June 2006,621392.8571428572,-529626.0,,,
September 2006,621392.8571428572,-529626.0,,,
December 2006,621392.8571428572,-529626.0,,,
March 2007,621392.8571428572,-529626.0,,,
June 2007,621392.8571428572,-529626.0,,,
September 2007,621392.8571428572,-529626.0,,,
December 2007,621392.8571428572,-529626.0,,,
March 2008,621392.8571428572,-529626.0,,,
June 2008,621392.8571428572,-529626.0,,,
September 2008,621392.8571428572,-529626.0,,,
December 2008,621392.8571428572,-529626.0,,,
March 2009,621392.8571428572,-529626.0,,,
June 2009,621392.8571428572,-529626.0,,,
September 2009,621392.8571428572,-529626.0,,,
December 2009,621392.8571428572,-529626.0,,,
March 2010,158104.0,-426997.0,,,
June 2010,253011.0,-262319.0,,,
September 2010,309055.0,-317461.0,,,
December 2010,621392.8571428572,-529626.0,9666703.0,53439.0,9613264.0
March 2011,-444002.0,-477628.0,,,
June 2011,-2034752.0,-2689085.0,11937303.0,624357.0,11312946.0
September 2011,1079389.0,-1087665.0,14490712.0,1754093.0,12736619.0
December 2011,-8322837.0,,17275370.0,1031774.0,16243596.0
March 2012,-971627.0,,20145618.0,761219.0,19384399.0
June 2012,-1483795.0,,25086039.0,1104242.0,23981797.0
September 2012,-748958.0,,26417764.0,1043590.0,25374174.0
December 2012,-1262635.0,,29310158.0,299758.0,29010400.0
March 2013,-304957.0,,35450942.0,525837.0,34925105.0
June 2013,-1194746.0,,40727898.0,901283.0,39826615.0
September 2013,-2214880.0,,45951876.0,1535700.0,44416176.0
December 2013,-5608920.0,,50430640.0,650928.0,49779712.0
March 2014,-2051992.0,,53109674.0,302775.0,52806899.0
June 2014,-1371362.0,,58207442.0,1757060.0,56450382.0
September 2014,-1278941.0,,59749107.0,362915.0,59386192.0
December 2014,-2032196.0,,58414182.0,330666.0,58083516.0
March 2015,-1856467.0,-3188148.0,59563300.0,411070.0,59152230.0
June 2015,-1369582.0,-4555316.0,62861633.0,1154944.0,61706689.0
September 2015,-1117470.0,-2349793.0,66421976.0,785078.0,65636898.0
December 2015,-1642552.0,,67297439.0,290349.0,67007090.0
March 2016,-6072970.0,-7580511.0,68764102.0,666691.0,68097411.0
June 2016,2849572.0,3110018.0,69091438.0,448475.0,68642963.0
September 2016,-1071827.0,-3491452.0,73154944.0,3556319.0,69598625.0
December 2016,-3426529.0,-2999395.0,69666332.0,1311830.0,68354502.0
March 2017,-1656212.0,-2358053.0,72692484.0,3083641.0,69608843.0
June 2017,-1137286.0,-2601892.0,74963643.0,3223714.0,71739929.0
September 2017,-1740343.0,-2689320.0,81084743.0,5291330.0,75793412.0
December 2017,-6147245.0,-7764932.0,83776440.0,4831164.0,78945277.0
March 2018,-953502.0,-3172635.0,86681482.0,5218056.0,81463426.0
