,NetIncomeLoss,Assets
March 2007,312750000.0,
June 2007,312750000.0,
September 2007,312750000.0,
December 2007,312750000.0,
March 2008,337000000.0,
June 2008,206000000.0,144436000000.0
September 2008,79000000.0,144292000000.0
December 2008,-6218000000.0,146248000000.0
March 2009,77000000.0,141980000000.0
June 2009,-188000000.0,142811000000.0
September 2009,-377000000.0,139986000000.0
December 2009,-543000000.0,142318000000.0
March 2010,-196000000.0,137230000000.0
June 2010,-277000000.0,135340000000.0
September 2010,-155000000.0,133498000000.0
December 2010,89000000.0,132351000000.0
March 2011,69000000.0,131756000000.0
June 2011,109000000.0,130908000000.0
September 2011,155000000.0,129762000000.0
December 2011,-548000000.0,127050000000.0
March 2012,199000000.0,128282000000.0
June 2012,355000000.0,122345000000.0
September 2012,301000000.0,121798000000.0
December 2012,265000000.0,121347000000.0
March 2013,335000000.0,119718000000.0
June 2013,267000000.0,118707000000.0
September 2013,293000000.0,116864000000.0
December 2013,227000000.0,117396000000.0
March 2014,315000000.0,117933000000.0
June 2014,300000000.0,118719000000.0
September 2014,325000000.0,119226000000.0
December 2014,215000000.0,119563000000.0
March 2015,234000000.0,122447000000.0
June 2015,285000000.0,121855000000.0
September 2015,258000000.0,124789000000.0
December 2015,285000000.0,126050000000.0
March 2016,273000000.0,125539000000.0
June 2016,275000000.0,126212000000.0
September 2016,320000000.0,125177000000.0
December 2016,295000000.0,125968000000.0
March 2017,301000000.0,124545000000.0
June 2017,316000000.0,124643000000.0
September 2017,311000000.0,123271000000.0
December 2017,335000000.0,124294000000.0
March 2018,414000000.0,122913000000.0
June 2018,375000000.0,124557000000.0
September 2018,564000000.0,124578000000.0
December 2018,406000000.0,125688000000.0
March 2019,394000000.0,128802000000.0
June 2019,390000000.0,127518000000.0
September 2019,409000000.0,128147000000.0
December 2019,389000000.0,126240000000.0
March 2020,162000000.0,133542000000.0
June 2020,-214000000.0,144070000000.0
September 2020,530000000.0,145180000000.0
December 2020,616000000.0,147389000000.0
March 2021,642000000.0,153331000000.0
June 2021,790000000.0,155610000000.0
September 2021,651000000.0,156153000000.0
December 2021,438000000.0,162938000000.0
March 2022,548000000.0,164082000000.0
June 2022,583000000.0,160908000000.0
