,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2009,26993500.0,,3186250.0,,
September 2009,26993500.0,,3186250.0,,
December 2009,26993500.0,,3186250.0,,
March 2010,26993500.0,,3186250.0,,
June 2010,27508000.0,,4713000.0,,
September 2010,28647000.0,,7909000.0,,
December 2010,29504000.0,,7549000.0,,
March 2011,31216000.0,,3556000.0,389576000.0,
June 2011,29846000.0,,3703000.0,394794000.0,
September 2011,31300000.0,,7064000.0,378062000.0,
December 2011,33746000.0,,8743000.0,414417000.0,
March 2012,37049000.0,,3857000.0,433688000.0,
June 2012,39381000.0,,8062000.0,446830000.0,
September 2012,35483000.0,,10033000.0,440794000.0,
December 2012,35459000.0,,9033000.0,499873000.0,
March 2013,35705000.0,,7702000.0,439895000.0,323727000.0
June 2013,39381000.0,,7850000.0,465301000.0,
September 2013,38085000.0,,8591000.0,506777000.0,
December 2013,38696000.0,,10610000.0,506777000.0,
March 2014,40653000.0,,8222000.0,553845000.0,425259000.0
June 2014,41697000.0,42303000.0,9477000.0,530486000.0,387876000.0
September 2014,43598000.0,41607333.333333336,11952000.0,564446000.0,420390000.0
December 2014,44876000.0,41607333.333333336,15501000.0,591365000.0,446155000.0
March 2015,43666000.0,41607333.333333336,8910000.0,571546000.0,440634000.0
June 2015,44064000.0,42303000.0,8814000.0,580385000.0,448030000.0
September 2015,45260000.0,43638000.0,15679000.0,590487000.0,454160000.0
December 2015,46415000.0,44688000.0,10297000.0,630434000.0,473833000.0
March 2016,50567000.0,48351000.0,9957000.0,616680000.0,477976000.0
June 2016,50178000.0,48054000.0,10671000.0,639099000.0,506619000.0
September 2016,53730000.0,51607000.0,16775000.0,680894000.0,545999000.0
December 2016,52479000.0,50160000.0,12620000.0,736678000.0,588794000.0
March 2017,57640000.0,55411000.0,10490000.0,741720000.0,597324000.0
June 2017,57086000.0,54664000.0,13423000.0,755184000.0,605516000.0
September 2017,58743000.0,56340000.0,17221000.0,734287000.0,555345000.0
December 2017,60298000.0,57134000.0,15581000.0,764653000.0,569218000.0
March 2018,63116000.0,59989000.0,8897000.0,758704000.0,564891000.0
June 2018,60232000.0,56966000.0,15273000.0,760399000.0,571595000.0
September 2018,60930000.0,57705000.0,18003000.0,775196000.0,577790000.0
December 2018,62890000.0,59728000.0,14864000.0,798189000.0,613162000.0
March 2019,66802000.0,62683000.0,15052000.0,786198000.0,560103000.0
June 2019,69878000.0,65787000.0,16188000.0,874813000.0,626232000.0
September 2019,74656000.0,70523000.0,20098000.0,914266000.0,641559000.0
December 2019,77431000.0,73090000.0,19550000.0,952608000.0,690007000.0
March 2020,73947000.0,69782000.0,13246000.0,909113000.0,649798000.0
June 2020,73560000.0,69467000.0,17360000.0,1058862000.0,806832000.0
September 2020,70477000.0,66889000.0,19846000.0,1038711000.0,768029000.0
December 2020,68888000.0,65390000.0,21638000.0,1125954000.0,826652000.0
March 2021,74294000.0,69517000.0,15553000.0,1076775000.0,777594000.0
June 2021,73060000.0,68775000.0,23518000.0,1077416000.0,774198000.0
September 2021,78699000.0,74504000.0,31413000.0,1139945000.0,829566000.0
December 2021,81032000.0,76874000.0,26424000.0,1255146000.0,960551000.0
March 2022,80875000.0,76964000.0,24245000.0,1166203000.0,897482000.0
June 2022,80340000.0,76767000.0,22339000.0,1256150000.0,985343000.0
