,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,,,0.0,,
June 2019,,,-525.0,,
September 2019,,,-481.0,117300.0,1315.0
December 2019,,,-101598.0,173902304.0,1248341.0
March 2020,21181500.0,7139000.0,341571.0,174254141.0,1153627.0
June 2020,21181500.0,7139000.0,33075.0,174279113.0,1051565.0
September 2020,17557000.0,5687000.0,-102656.0,174227854.0,984636.0
December 2020,17562000.0,5789000.0,-130678.0,174077031.0,884900.0
March 2021,19760000.0,6891000.0,4783501.0,173887999.0,731705.0
June 2021,21223000.0,7571000.0,-9728884.0,173540480.0,515392.0
September 2021,185607000.0,28144000.0,-193122000.0,,
December 2021,21330000.0,10293000.0,-44579617.0,,
March 2022,36980000.0,10727000.0,-33168000.0,,
June 2022,31902000.0,9715000.0,-28415000.0,,
