,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2008,26145750.0,95202500.0,
June 2008,26145750.0,95202500.0,
September 2008,26145750.0,95202500.0,
December 2008,26145750.0,95202500.0,
March 2009,17922000.0,37736000.0,
June 2009,17946000.0,17512000.0,
September 2009,18869000.0,2449000.0,
December 2009,19255000.0,-153000.0,10487577000.0
March 2010,18398000.0,22195000.0,
June 2010,18379000.0,144583000.0,10408034000.0
September 2010,18474000.0,119045000.0,10587875000.0
December 2010,20695000.0,14754000.0,11300294000.0
March 2011,20021000.0,88432000.0,11442366000.0
June 2011,22454000.0,534003000.0,12644078000.0
September 2011,18900000.0,14624000.0,13162645000.0
December 2011,18728000.0,10351000.0,13483852000.0
March 2012,20196000.0,33198000.0,13761713000.0
June 2012,20721000.0,110584000.0,14139113000.0
September 2012,20551000.0,25657000.0,14284939000.0
December 2012,21372000.0,27363000.0,14386296000.0
March 2013,21067000.0,26316000.0,14543965000.0
June 2013,21514000.0,27435000.0,14401925000.0
September 2013,20869000.0,40763000.0,14574919000.0
December 2013,22742000.0,40857000.0,14959001000.0
March 2014,23257000.0,149828000.0,15363289000.0
June 2014,23872000.0,239279000.0,16717736000.0
September 2014,22649000.0,68426000.0,17237109000.0
December 2014,22710000.0,60525000.0,17096587000.0
March 2015,25464000.0,47015000.0,17080732000.0
June 2015,23200000.0,-35368000.0,17266958000.0
September 2015,23475000.0,167396000.0,19490569000.0
December 2015,22734000.0,105041000.0,19727646000.0
March 2016,24032000.0,26959000.0,19585968000.0
June 2016,24484000.0,137194000.0,17544223000.0
September 2016,25458000.0,37990000.0,15790942000.0
December 2016,25785000.0,47753000.0,15857787000.0
March 2017,24143000.0,15089000.0,15877271000.0
June 2017,24256000.0,11959000.0,15309707000.0
September 2017,23963000.0,42607000.0,15109870000.0
December 2017,28136000.0,31719000.0,13982904000.0
March 2018,23528000.0,105504000.0,13380870000.0
June 2018,22479000.0,107293000.0,13713928000.0
September 2018,20594000.0,91947000.0,13455004000.0
December 2018,26030000.0,-57482000.0,12751358000.0
March 2019,25979000.0,47530000.0,13385774000.0
June 2019,25480000.0,164840000.0,13629941000.0
September 2019,23841000.0,36895000.0,13294984000.0
December 2019,25575000.0,21169000.0,12766320000.0
March 2020,19570000.0,118539000.0,13220607000.0
June 2020,23510000.0,60181000.0,13071564000.0
September 2020,23602000.0,17597000.0,12324039000.0
December 2020,25144000.0,174738000.0,11707567000.0
March 2021,22885000.0,-3726000.0,12044045000.0
June 2021,22064000.0,109069000.0,11166164000.0
September 2021,23477000.0,391943000.0,10855859000.0
December 2021,26486000.0,-47532000.0,11066629000.0
March 2022,24776000.0,11489000.0,11014965000.0
June 2022,23522000.0,-40139000.0,10704883000.0
