,OperatingExpenses,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
March 2010,235454.5,215260.0,,
June 2010,235454.5,215260.0,,
September 2010,414351.0,394157.0,,
December 2010,,,2835519.0,2044501.0
March 2011,1651779.5,1632674.0,,
June 2011,1651779.5,1632674.0,,
September 2011,660753.0,640250.0,1606266.0,825956.0
