,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,10799000.0,,,,
June 2009,10799000.0,,,,
September 2009,10799000.0,,,,
December 2009,10799000.0,,,,
March 2010,10890000.0,,,,
June 2010,10268000.0,,,,
September 2010,10327000.0,,,,
December 2010,11796000.0,,132755000.0,77834000.0,
March 2011,7999000.0,-6103000.0,,,
June 2011,13196000.0,-6103000.0,123195000.0,73277000.0,
September 2011,10281000.0,-6795000.0,110675000.0,62377000.0,
December 2011,12634000.0,-7461000.0,101433000.0,56327000.0,
March 2012,8325000.0,-6132000.0,96075000.0,56137000.0,
June 2012,7329000.0,-4278000.0,,,
September 2012,6924000.0,-1229000.0,90724000.0,54860000.0,
December 2012,7067000.0,1151000.0,93132000.0,60280000.0,
March 2013,7249000.0,-2328000.0,92271000.0,59786000.0,
June 2013,7198000.0,-1272000.0,88913000.0,59362000.0,
September 2013,7153000.0,-1791000.0,89296000.0,58946000.0,
December 2013,7228000.0,-1015000.0,89717000.0,60064000.0,
March 2014,8249000.0,-500000.0,87084000.0,57401000.0,
June 2014,7301000.0,-3281000.0,86898000.0,55943000.0,
September 2014,7503000.0,-86000.0,86634000.0,55804000.0,
December 2014,8344000.0,-1593000.0,93793000.0,54508000.0,
March 2015,8061000.0,-3175000.0,100238000.0,56914000.0,
June 2015,8582000.0,-5069000.0,120415000.0,64313000.0,
September 2015,9335000.0,-7705000.0,112744000.0,57555000.0,
December 2015,8449000.0,333000.0,114804000.0,64018000.0,
March 2016,7781000.0,31000.0,105832000.0,58607000.0,
June 2016,8120000.0,-1684000.0,101146000.0,56983000.0,
September 2016,8767000.0,856000.0,99305000.0,58324000.0,
December 2016,8528000.0,1192000.0,106808000.0,65028000.0,
March 2017,7882000.0,1793000.0,99060000.0,60041000.0,
June 2017,8171000.0,554000.0,100298000.0,62792000.0,
September 2017,8062000.0,2374000.0,96145000.0,59794000.0,
December 2017,8469000.0,-2452000.0,95998000.0,58149000.0,
March 2018,14405000.0,-10026000.0,91151000.0,58040000.0,
June 2018,6990000.0,-3705000.0,88080000.0,56542000.0,
September 2018,22818000.0,-10901000.0,628281000.0,185143000.0,
December 2018,30212000.0,-9706000.0,604639000.0,193390000.0,411249000.0
March 2019,24079000.0,-3346000.0,684118000.0,196189000.0,
June 2019,24936000.0,-3594000.0,680670000.0,200386000.0,
September 2019,22926000.0,-2787000.0,659714000.0,191847000.0,
December 2019,19425000.0,-5291000.0,658083000.0,194562000.0,463521000.0
March 2020,17255000.0,-26557000.0,637326000.0,199911000.0,
June 2020,14644000.0,-5217000.0,618660000.0,181100000.0,
September 2020,14876000.0,367000.0,607475000.0,187090000.0,
December 2020,15341000.0,-7577000.0,604653000.0,198440000.0,406213000.0
March 2021,14171000.0,-12155000.0,630984000.0,204216000.0,426768000.0
June 2021,12298000.0,6885000.0,630945000.0,214631000.0,416314000.0
September 2021,13099000.0,76000.0,619828000.0,207972000.0,411856000.0
December 2021,15075000.0,6694000.0,642475000.0,225018000.0,417457000.0
March 2022,15881000.0,-1243000.0,632551000.0,222776000.0,409775000.0
June 2022,13743000.0,1867000.0,627581000.0,227019000.0,400562000.0
