,NetIncomeLoss,Assets
March 2010,1000000.0,
June 2010,116000000.0,
September 2010,117000000.0,
December 2010,132000000.0,84116000000.0
March 2011,26000000.0,
June 2011,41000000.0,77078000000.0
September 2011,141000000.0,73251000000.0
December 2011,16000000.0,71255000000.0
March 2012,116000000.0,68908000000.0
June 2012,69000000.0,68641000000.0
September 2012,90000000.0,66444000000.0
December 2012,100000000.0,69584000000.0
March 2013,80000000.0,64922000000.0
June 2013,149000000.0,63502000000.0
September 2013,75000000.0,61120000000.0
December 2013,39000000.0,68797000000.0
March 2014,81000000.0,72039000000.0
June 2014,94000000.0,68057000000.0
September 2014,110000000.0,72031000000.0
December 2014,107000000.0,71841000000.0
March 2015,83000000.0,70147000000.0
June 2015,97000000.0,69760000000.0
September 2015,72000000.0,69824000000.0
December 2015,97000000.0,70676000000.0
March 2016,69000000.0,70913000000.0
June 2016,104000000.0,80662000000.0
September 2016,76000000.0,74983000000.0
December 2016,,78692000000.0
March 2017,,76109000000.0
June 2017,,81779000000.0
September 2017,,87488000000.0
December 2017,,84355000000.0
March 2018,,91391000000.0
June 2018,,96731000000.0
September 2018,,91410000000.0
December 2018,,92857000000.0
March 2019,,94122000000.0
June 2019,,96559000000.0
September 2019,,102543000000.0
December 2019,,99827000000.0
March 2020,,103443000000.0
June 2020,,96731000000.0
September 2020,,98387000000.0
December 2020,,100356000000.0
March 2021,,94597000000.0
June 2021,,97494000000.0
September 2021,,98594000000.0
December 2021,,96954000000.0
March 2022,,97384000000.0
June 2022,,105154000000.0
