,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2012,-3130.0,3130.0,,6500.0
September 2012,6051.0,-6051.0,,
December 2012,9680.0,-9680.0,,5069.0
March 2013,5544.0,-5544.0,,0.0
June 2013,32115.0,-32115.0,,0.0
September 2013,22155.0,-22155.0,,0.0
December 2013,11257.0,-11257.0,,
March 2014,11629.0,-11629.0,,
June 2014,30745.0,-30745.0,,
September 2014,45041.0,-45041.0,,
December 2014,10174.0,-10174.0,,
March 2015,10109.0,-10109.0,,
June 2015,-24981.0,24981.0,0.0,
September 2015,6823.0,-6823.0,,
December 2015,11231.0,-11231.0,0.0,
March 2016,25.0,-25.0,0.0,
June 2016,4000.0,-4000.0,0.0,
September 2016,2150.0,-2150.0,0.0,
December 2016,2450.0,-2450.0,0.0,
March 2017,6450.0,-6450.0,0.0,
