,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2011,,,-41.0,,,
June 2011,6964.0,,-6964.0,,,
September 2011,1534.0,,-1534.0,,,
December 2011,1390.0,,-1390.0,,,
March 2012,-9847.0,,-5773.0,,,
June 2012,105963.0,,331620.0,4964549.0,4146020.0,
September 2012,84778.0,,-27606.0,,,
December 2012,182653.0,,774041.0,7128486.0,6305032.0,
March 2013,42946.0,,2294663.0,9368827.0,8114265.0,
June 2013,105045.0,,724565.0,17602633.0,16439482.0,
September 2013,95242.0,,1205311.0,18969563.0,18123244.0,
December 2013,117241.0,,532066.0,19967261.0,19120188.0,
March 2014,171538.0,,484849.0,20639391.0,19795743.0,
June 2014,111218.0,,530082.0,20750926.0,20727339.0,
September 2014,121071.0,,523183.0,21378535.0,21358517.0,
December 2014,124550.0,,1311860.0,22279600.0,22258602.0,
March 2015,551805.0,,2934670.0,23678029.0,23659582.0,
June 2015,415224.0,,1770152.0,26488007.0,26471889.0,
September 2015,479711.0,,1416516.0,27449758.0,20586337.0,
December 2015,630094.0,,1090123.0,29882815.0,17630979.0,
March 2016,500455.0,,1716139.0,32370533.0,12513114.0,
June 2016,413292.0,,1287628.0,67333852.0,13909314.0,53424538.0
September 2016,458664.0,,1563051.0,,,
December 2016,334677.0,,1629217.0,66733028.0,13762854.0,52970174.0
March 2017,496520.0,,1902923.0,71496376.0,15536849.0,55959527.0
June 2017,417567.0,0.0,1218498.0,81270897.0,26368738.0,54902159.0
September 2017,909128.0,374841.0,1265628.0,87109822.0,22657714.0,64452108.0
December 2017,992630.0,374841.0,1062343.0,96073197.0,28790476.0,67282721.0
March 2018,1024474.0,,1051023.0,92129325.0,22574987.0,69554338.0
June 2018,585382.0,,1417954.0,92495554.0,24957918.0,67537636.0
September 2018,559682.0,0.0,1435759.0,88167052.0,25866240.0,62300812.0
