,OperatingExpenses,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,2317576.0,,,
March 2010,2317576.0,,,
June 2010,2288239.0,,,
September 2010,,65475355.0,20433068.0,32721269.0
December 2010,1810150.5,,,
March 2011,1810150.5,,,
June 2011,1360891.0,65261170.0,21520436.0,32911380.0
