,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,25606750.0,,,
June 2009,25606750.0,,,
September 2009,25606750.0,,,
December 2009,25606750.0,,,
March 2010,34694000.0,,,
June 2010,34694000.0,,,
September 2010,34694000.0,,,
December 2010,34694000.0,722889000.0,176801000.0,
March 2011,47278000.0,,,
June 2011,54064000.0,,,
September 2011,54314000.0,1000.0,,
December 2011,22021000.0,835886000.0,278322000.0,557564000.0
March 2012,48111000.0,914428000.0,355321000.0,
June 2012,53019000.0,1187253000.0,630421000.0,556832000.0
September 2012,59360000.0,1259283000.0,699583000.0,559700000.0
December 2012,33579000.0,1299194000.0,632494000.0,
March 2013,62299000.0,1341678000.0,583824000.0,
June 2013,66988000.0,1455585000.0,611472000.0,
September 2013,56000000.0,1448153000.0,647752000.0,
December 2013,20274000.0,1473000000.0,630000000.0,
March 2014,68000000.0,1615000000.0,645000000.0,
June 2014,68000000.0,1831000000.0,855000000.0,
September 2014,54000000.0,1956000000.0,792000000.0,
December 2014,36000000.0,1959000000.0,747000000.0,
March 2015,63000000.0,2094000000.0,894000000.0,
June 2015,58000000.0,2277000000.0,1012000000.0,
September 2015,74000000.0,2198000000.0,943000000.0,
December 2015,3000000.0,2128000000.0,865000000.0,
March 2016,29000000.0,2214000000.0,964000000.0,
June 2016,34000000.0,2385000000.0,1107000000.0,
September 2016,55000000.0,2277000000.0,966000000.0,
December 2016,1000000.0,2238000000.0,950000000.0,
March 2017,13000000.0,2274000000.0,1003000000.0,
June 2017,27000000.0,2472000000.0,1180000000.0,
September 2017,25000000.0,2348000000.0,1042000000.0,
December 2017,-84000000.0,2272000000.0,993000000.0,
March 2018,5000000.0,2240000000.0,983000000.0,
June 2018,32000000.0,2304000000.0,1040000000.0,
September 2018,69000000.0,2192000000.0,926000000.0,
December 2018,7000000.0,2167000000.0,915000000.0,
March 2019,26000000.0,2395000000.0,1082000000.0,
June 2019,34000000.0,2566000000.0,1271000000.0,
September 2019,50000000.0,2468000000.0,1181000000.0,
December 2019,15000000.0,1984000000.0,533000000.0,
March 2020,-16000000.0,2427000000.0,1012000000.0,
June 2020,-153000000.0,2249000000.0,853000000.0,
September 2020,-48000000.0,1996000000.0,613000000.0,
December 2020,-72000000.0,1969000000.0,573000000.0,
March 2021,-80000000.0,2232000000.0,845000000.0,
June 2021,-40000000.0,2387000000.0,1006000000.0,
September 2021,1000000.0,2312000000.0,960000000.0,
December 2021,-29000000.0,2289000000.0,940000000.0,
March 2022,-34000000.0,2372000000.0,1043000000.0,
June 2022,31000000.0,2612000000.0,1337000000.0,
