,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2013,9600000.0,27375000.0,30900000.0,,,
March 2014,9600000.0,27375000.0,30900000.0,,,
June 2014,9600000.0,27375000.0,30900000.0,,,
September 2014,9600000.0,27375000.0,30900000.0,1034000000.0,,
December 2014,9100000.0,26800000.0,41900000.0,,,
March 2015,10000000.0,27800000.0,48800000.0,,,
June 2015,9900000.0,28400000.0,50200000.0,,,
September 2015,11700000.0,26600000.0,43200000.0,887400000.0,295000000.0,592400000.0
December 2015,10900000.0,23600000.0,65200000.0,,,
March 2016,10200000.0,25700000.0,53800000.0,,,
June 2016,11300000.0,27300000.0,47800000.0,,,
September 2016,11500000.0,33200000.0,45200000.0,1052100000.0,468000000.0,575800000.0
December 2016,10300000.0,30200000.0,50600000.0,1087500000.0,493700000.0,593800000.0
March 2017,10900000.0,29500000.0,44900000.0,1120000000.0,509400000.0,610600000.0
June 2017,11900000.0,34500000.0,52700000.0,1181800000.0,568500000.0,613300000.0
September 2017,12000000.0,31500000.0,45100000.0,1246800000.0,606900000.0,639900000.0
December 2017,12700000.0,35300000.0,18700000.0,1322100000.0,652300000.0,669800000.0
March 2018,11100000.0,36600000.0,61600000.0,1345400000.0,651800000.0,693600000.0
June 2018,12400000.0,35200000.0,63300000.0,1408800000.0,717300000.0,691500000.0
September 2018,12900000.0,36000000.0,53900000.0,1505300000.0,813100000.0,692200000.0
December 2018,12900000.0,35500000.0,61100000.0,1545400000.0,845500000.0,699900000.0
March 2019,11100000.0,32600000.0,50400000.0,1567200000.0,865800000.0,701400000.0
June 2019,11900000.0,34500000.0,-86700000.0,1458700000.0,735200000.0,723500000.0
