,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,6252500.0,85684250.0,41553500.0,,,
June 2008,6252500.0,85684250.0,41553500.0,,,
September 2008,6252500.0,85684250.0,41553500.0,,,
December 2008,6252500.0,85684250.0,41553500.0,,,
March 2009,6042000.0,88755000.0,36710000.0,,,
June 2009,6533000.0,88718000.0,48521000.0,,,
September 2009,5837000.0,95814000.0,35840000.0,,,
December 2009,5930000.0,97639000.0,26150000.0,3928700000.0,2005348000.0,766164000.0
March 2010,5625000.0,106987000.0,30800000.0,,,
June 2010,8725000.0,116391000.0,59639000.0,4326584000.0,1482596000.0,1311564000.0
September 2010,10496000.0,114040000.0,61419000.0,4326943000.0,1531028000.0,1256089000.0
December 2010,9492000.0,121670000.0,53300000.0,4285800000.0,1466919000.0,1278159000.0
March 2011,7587000.0,126175000.0,51210000.0,4410083000.0,1592204000.0,1286066000.0
June 2011,10000000.0,126700000.0,54252000.0,4503290000.0,1677325000.0,1298745000.0
September 2011,10600000.0,111600000.0,55900000.0,4344220000.0,1579881000.0,1290900000.0
December 2011,10513000.0,118925000.0,22800000.0,4320400000.0,1549000000.0,1330500000.0
March 2012,10903000.0,129246000.0,44000000.0,4391117000.0,1631085000.0,1337359000.0
June 2012,10400000.0,124000000.0,42300000.0,4295300000.0,1609900000.0,1313500000.0
September 2012,10200000.0,128400000.0,47400000.0,4276900000.0,1589500000.0,1322600000.0
December 2012,10097000.0,125054000.0,40100000.0,4185700000.0,1525000000.0,1309400000.0
March 2013,11300000.0,130600000.0,49300000.0,4305400000.0,1666100000.0,1308400000.0
June 2013,11700000.0,132100000.0,53100000.0,4145500000.0,1614400000.0,1256400000.0
September 2013,10700000.0,112800000.0,54000000.0,4195400000.0,1594400000.0,1313400000.0
December 2013,6800000.0,73000000.0,56200000.0,4110200000.0,1504500000.0,1321400000.0
March 2014,13100000.0,122700000.0,49200000.0,4148200000.0,1582700000.0,1322800000.0
June 2014,11100000.0,104400000.0,65800000.0,4153000000.0,1594400000.0,1322200000.0
September 2014,11200000.0,104600000.0,17000000.0,4020800000.0,1650800000.0,1241200000.0
December 2014,8700000.0,84900000.0,59100000.0,3610800000.0,1287800000.0,1180100000.0
March 2015,11300000.0,106400000.0,54400000.0,3570700000.0,1299700000.0,1146500000.0
June 2015,11500000.0,103900000.0,65600000.0,3573800000.0,1290600000.0,1137100000.0
September 2015,11000000.0,101800000.0,62500000.0,3447900000.0,1220200000.0,1097100000.0
December 2015,10300000.0,107900000.0,56800000.0,3489800000.0,1119000000.0,1164500000.0
March 2016,11500000.0,99400000.0,56200000.0,3573100000.0,1164600000.0,1185900000.0
June 2016,11600000.0,100400000.0,50900000.0,3767300000.0,1219000000.0,1290200000.0
September 2016,11600000.0,95800000.0,68600000.0,3753100000.0,1199000000.0,1285200000.0
December 2016,11800000.0,94900000.0,60500000.0,3715700000.0,1165500000.0,1266400000.0
March 2017,12500000.0,96000000.0,51100000.0,3778800000.0,1196000000.0,1280400000.0
June 2017,11100000.0,97600000.0,28000000.0,3830300000.0,1240200000.0,1278500000.0
September 2017,10000000.0,95900000.0,55600000.0,3876700000.0,1264900000.0,1288400000.0
December 2017,9300000.0,95700000.0,-40700000.0,3699900000.0,1237100000.0,1144700000.0
March 2018,10000000.0,96900000.0,47600000.0,3753800000.0,1285200000.0,1142800000.0
June 2018,9400000.0,96800000.0,46700000.0,3624400000.0,1241800000.0,1110000000.0
September 2018,9300000.0,90900000.0,57500000.0,3604400000.0,1259200000.0,1091500000.0
December 2018,9300000.0,93300000.0,73900000.0,3571000000.0,1234600000.0,1086100000.0
March 2019,9700000.0,97100000.0,60400000.0,3647800000.0,1280200000.0,1128500000.0
