,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,156080000.0,80951000.0,,
June 2010,257290000.0,364897000.0,,
September 2010,-599216000.0,-599216000.0,,
December 2010,187578850.0,152433187.0,376567.0,340225.0
March 2011,229164.0,-208845.0,,
June 2011,375550.0,-362635.0,494587000.0,410375000.0
September 2011,-263477000.0,-256290000.0,887713000.0,778703000.0
December 2011,263967612.0,255837946.0,1039371.0,859070.0
March 2012,285429.0,-272364.0,732795.0,536262.0
June 2012,169647.0,-20448.0,1078123.0,872546.0
