,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,84769500.0,,,
June 2008,84769500.0,,,
September 2008,84769500.0,,,
December 2008,84769500.0,,,
March 2009,81988000.0,,,
June 2009,91806000.0,,,
September 2009,93233000.0,,,
December 2009,88563000.0,,566496000.0,120530000.0
March 2010,84915000.0,,,
June 2010,96963000.0,,582407000.0,146310000.0
September 2010,98909000.0,,607625000.0,150861000.0
December 2010,92501000.0,,619014000.0,151021000.0
March 2011,91498000.0,,614205000.0,147244000.0
June 2011,101757000.0,,637132000.0,169476000.0
September 2011,102396000.0,,632423000.0,171880000.0
December 2011,93059000.0,,645650000.0,175822000.0
March 2012,94824000.0,,662806000.0,190575000.0
June 2012,106068000.0,,680774000.0,210309000.0
September 2012,108520000.0,,706029000.0,241678000.0
December 2012,98076000.0,,692506000.0,205992000.0
March 2013,99134000.0,,707438000.0,225206000.0
June 2013,109518000.0,,737069000.0,257792000.0
September 2013,113028000.0,,760864000.0,276681000.0
December 2013,106608000.0,,739217000.0,274442000.0
March 2014,100832000.0,,765661000.0,241004000.0
June 2014,110752000.0,,804589000.0,273465000.0
September 2014,118679000.0,,826634000.0,287345000.0
December 2014,111443000.0,,808162000.0,283958000.0
March 2015,105575000.0,,801262000.0,255231000.0
June 2015,118622000.0,,848761000.0,299057000.0
September 2015,121944000.0,,862339000.0,319103000.0
December 2015,117601000.0,,848651000.0,269434000.0
March 2016,112255000.0,,873015000.0,270121000.0
June 2016,126545000.0,,905601000.0,286587000.0
September 2016,125407000.0,,921515000.0,299906000.0
December 2016,126321000.0,,916538000.0,290171000.0
March 2017,115154000.0,,924865000.0,305755000.0
June 2017,129667000.0,,980526000.0,361626000.0
September 2017,134932000.0,,1046527000.0,282926000.0
December 2017,123680000.0,,1033663000.0,262795000.0
March 2018,126487000.0,,1050696000.0,240704000.0
June 2018,143379000.0,,1105182000.0,288472000.0
September 2018,145072000.0,,1129573000.0,303080000.0
December 2018,135760000.0,,1094124000.0,286021000.0
March 2019,139530000.0,50836750.0,1272072000.0,289939000.0
June 2019,161886000.0,50836750.0,1729777000.0,319845000.0
September 2019,167168000.0,50836750.0,1764793000.0,324188000.0
December 2019,154795000.0,50836750.0,1744376000.0,309787000.0
March 2020,157862000.0,59313000.0,1771479000.0,304830000.0
June 2020,171253000.0,59313000.0,1836382000.0,363101000.0
September 2020,168006000.0,79579000.0,1806066000.0,331836000.0
December 2020,159086000.0,62619000.0,1845900000.0,314777000.0
March 2021,162208000.0,92643000.0,1876880000.0,334043000.0
June 2021,183482000.0,98854000.0,1921693000.0,376325000.0
September 2021,194261000.0,93853000.0,1904813000.0,373454000.0
December 2021,187538000.0,65337000.0,1980870000.0,352380000.0
March 2022,178785000.0,72445000.0,2131143000.0,496512000.0
June 2022,219987000.0,100299000.0,2167482000.0,506998000.0
