,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
March 2021,48034000.0,,
June 2021,52503000.0,,
September 2021,,,
December 2021,,1376512000.0,226439000.0
March 2022,71292000.0,1482443000.0,323883000.0
June 2022,72956000.0,1420465000.0,256110000.0
