,OperatingExpenses,NetIncomeLoss
March 2016,,
June 2016,,
September 2016,56067.0,-56067.0
December 2016,,
March 2017,3548.6666666666665,-3548.6666666666665
June 2017,3548.6666666666665,-3548.6666666666665
September 2017,3548.6666666666665,-3548.6666666666665
December 2017,6071.0,-6071.0
