,NetIncomeLoss,Assets
June 2012,49539.0,
September 2012,-56407.0,
December 2012,-206231.0,
March 2013,-111052.0,129414582.0
June 2013,33710.0,
September 2013,-42938.0,132871613.0
December 2013,-230110.0,129549953.0
March 2014,-524000.0,127396362.0
June 2014,2316.0,125768810.0
September 2014,-177604.0,126720251.0
December 2014,-175991.0,127516837.0
March 2015,-281553.0,128572750.0
June 2015,26933.0,126488163.0
September 2015,-4730.0,127615778.0
December 2015,12622.0,129955585.0
March 2016,-52895.0,129415025.0
June 2016,59817.0,127250875.0
September 2016,18069.0,128845419.0
December 2016,3319.0,129565775.0
March 2017,36784.0,126987353.0
June 2017,55920.0,126256232.0
September 2017,97548.0,127050203.0
December 2017,-478739.0,128179446.0
