,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 1998,-1000.0,,,
December 1998,-1000.0,,,
March 1999,-250.0,,,
June 1999,-250.0,,,
September 1999,-250.0,,,
December 1999,-250.0,,,
March 2000,-51250.0,,,
June 2000,-51250.0,,,
September 2000,-51250.0,,,
December 2000,-51250.0,,,
March 2001,-86500.0,,,
June 2001,-86500.0,,,
September 2001,-86500.0,,,
December 2001,-86500.0,,,
March 2002,-197250.0,,,
June 2002,-197250.0,,,
September 2002,-197250.0,,,
December 2002,-197250.0,,,
March 2003,-124000.0,,,
June 2003,-124000.0,,,
September 2003,-124000.0,,,
December 2003,-124000.0,,,
March 2004,-213250.0,,,
June 2004,-213250.0,,,
September 2004,-213250.0,,,
December 2004,-213250.0,,,
March 2005,-304500.0,,,
June 2005,-304500.0,,,
September 2005,-304500.0,,,
December 2005,-304500.0,,,
March 2006,-671750.0,,,
June 2006,-671750.0,,,
September 2006,-671750.0,,,
December 2006,-671750.0,,,
March 2007,-2019000.0,,,
June 2007,-2019000.0,,,
September 2007,-2019000.0,,,
December 2007,-2019000.0,,,
March 2008,-6503750.0,,,
June 2008,-6503750.0,,,
September 2008,-6503750.0,,,
December 2008,-6503750.0,,,
March 2009,-8532250.0,,,
June 2009,-8532250.0,,,
September 2009,-8532250.0,,,
December 2009,-8532250.0,,,
March 2010,-7265000.0,,,
June 2010,-5812000.0,,,
September 2010,-1182000.0,,,
December 2010,-8815000.0,62797000.0,57687000.0,
March 2011,2033000.0,,,
June 2011,3139000.0,66904000.0,58994000.0,
September 2011,15218000.0,79465000.0,69850000.0,
December 2011,37981000.0,115170000.0,85108000.0,
March 2012,16122000.0,125138000.0,93064000.0,
June 2012,3604000.0,108371000.0,75876000.0,
September 2012,7297000.0,109390000.0,75797000.0,
December 2012,8742000.0,105629000.0,58984000.0,
March 2013,7387000.0,108440000.0,58778000.0,
June 2013,-1373000.0,107419000.0,56863000.0,
September 2013,-1830000.0,101740000.0,50917000.0,
December 2013,-4099000.0,91969000.0,45049000.0,
March 2014,7125000.0,99577000.0,46535000.0,
June 2014,7808000.0,111442000.0,55200000.0,
September 2014,-1455000.0,110825000.0,51742000.0,
December 2014,2210000.0,105983000.0,43209000.0,
March 2015,5053000.0,116252000.0,47222000.0,
June 2015,812000.0,112745000.0,40508000.0,
September 2015,-469000.0,114862000.0,36156000.0,
December 2015,-2334000.0,106499000.0,32582000.0,
March 2016,797000.0,106350000.0,31615000.0,
June 2016,5608000.0,107426000.0,34337000.0,
September 2016,1594000.0,122955000.0,35394000.0,
December 2016,-3612000.0,118461000.0,29280000.0,
March 2017,4376000.0,124732000.0,32374000.0,
June 2017,864000.0,130736000.0,33884000.0,
September 2017,4581000.0,135101000.0,36064000.0,
December 2017,-5671000.0,132923000.0,42489000.0,
March 2018,5457000.0,142372000.0,48658000.0,
June 2018,3754000.0,146149000.0,46239000.0,
September 2018,-781000.0,147790000.0,37281000.0,
December 2018,858000.0,150331000.0,31061000.0,
March 2019,882000.0,181163000.0,41720000.0,
June 2019,1798000.0,191727000.0,51102000.0,
September 2019,2978000.0,191835000.0,48813000.0,
December 2019,174000.0,193012000.0,50652000.0,
March 2020,-3121000.0,196073000.0,52709000.0,
June 2020,-1812000.0,188776000.0,50956000.0,
September 2020,5001000.0,203463000.0,70476000.0,
December 2020,4291000.0,105734000.0,42873000.0,62861000.0
March 2021,2527000.0,107848000.0,44492000.0,
June 2021,1283000.0,114609000.0,49705000.0,
September 2021,1529000.0,116181000.0,48925000.0,
December 2021,2689000.0,215762000.0,58915000.0,156847000.0
March 2022,4019000.0,216583000.0,60683000.0,155900000.0
June 2022,2673000.0,213606000.0,60426000.0,153180000.0
