,NetIncomeLoss,Assets,AssetsCurrent
March 2008,14725500.0,,
June 2008,14725500.0,,
September 2008,14725500.0,,
December 2008,14725500.0,,
March 2009,15608000.0,,
June 2009,15608000.0,,
September 2009,19258000.0,,
December 2009,15480000.0,1447818000.0,279634000.0
March 2010,17672000.0,,
June 2010,17017000.0,1456551000.0,258169000.0
September 2010,5281000.0,2389960000.0,408267000.0
December 2010,23498000.0,2423776000.0,425134000.0
March 2011,16790000.0,2956135000.0,482021000.0
June 2011,21578000.0,2982293000.0,452144000.0
September 2011,21518000.0,2990590000.0,425866000.0
December 2011,18739000.0,3049616000.0,459329000.0
March 2012,15025000.0,3034218000.0,430405000.0
June 2012,22501000.0,3049228000.0,451862000.0
September 2012,15617000.0,2967569000.0,398647000.0
December 2012,81608000.0,2839194000.0,337183000.0
March 2013,23420000.0,2888082000.0,398360000.0
June 2013,34207000.0,2888202000.0,336590000.0
September 2013,29897000.0,2895405000.0,373827000.0
December 2013,27611000.0,2889364000.0,384345000.0
March 2014,27990000.0,2900788000.0,388734000.0
June 2014,38898000.0,2905383000.0,383707000.0
September 2014,38991000.0,2997967000.0,393275000.0
December 2014,38051000.0,3002208000.0,377406000.0
March 2015,28777000.0,3367921000.0,409054000.0
June 2015,28291000.0,3401451000.0,383714000.0
September 2015,38312000.0,3434616000.0,403741000.0
December 2015,44058000.0,3462227000.0,438346000.0
March 2016,32350000.0,3543027000.0,445478000.0
June 2016,23209000.0,3600446000.0,437643000.0
September 2016,43720000.0,3742395000.0,507672000.0
December 2016,49436000.0,3749409000.0,697669000.0
March 2017,40403000.0,4167015000.0,1025530000.0
June 2017,30992000.0,4293768000.0,707065000.0
September 2017,38489000.0,4369341000.0,730480000.0
December 2017,36357000.0,4226908000.0,579709000.0
March 2018,34987000.0,4193309000.0,536222000.0
June 2018,37421000.0,4206570000.0,547100000.0
September 2018,39289000.0,4242339000.0,571555000.0
December 2018,33392000.0,4258118000.0,601762000.0
March 2019,40705000.0,4384066000.0,604613000.0
June 2019,41914000.0,4308138000.0,532884000.0
September 2019,45932000.0,4282879000.0,517599000.0
December 2019,38052000.0,4317534000.0,547778000.0
March 2020,25181000.0,4187847000.0,476526000.0
June 2020,36720000.0,4242712000.0,510320000.0
September 2020,39220000.0,4247835000.0,500073000.0
December 2020,11911000.0,4460126000.0,711323000.0
March 2021,50544000.0,4427447000.0,700963000.0
June 2021,41959000.0,4563609000.0,868640000.0
September 2021,34710000.0,4588796000.0,932989000.0
December 2021,-49795000.0,4537408000.0,943908000.0
March 2022,38219000.0,4608884000.0,1022815000.0
June 2022,53727000.0,4555323000.0,1023413000.0
