,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,27539750.0,,-38301000.0,,
June 2009,27539750.0,,-38301000.0,,
September 2009,27539750.0,,-38301000.0,,
December 2009,27539750.0,,-38301000.0,,
March 2010,18314000.0,,-31270000.0,,
June 2010,20502000.0,,-28757000.0,,
September 2010,20155000.0,,-36266000.0,,
December 2010,16488000.0,,-28241000.0,266362000.0,156806000.0
March 2011,15935000.0,,-39898000.0,,
June 2011,14703000.0,,-22908000.0,210198000.0,101903000.0
September 2011,14978000.0,,-22736000.0,184999000.0,82384000.0
December 2011,13090000.0,,-23682000.0,157129000.0,60260000.0
March 2012,14470000.0,,-26577000.0,187799000.0,91975000.0
June 2012,14076000.0,,-22099000.0,259003000.0,167252000.0
September 2012,11619000.0,,-15521000.0,264160000.0,173693000.0
December 2012,13947000.0,,-21280000.0,261206000.0,171159000.0
March 2013,14008000.0,,-18876000.0,236657000.0,148669000.0
June 2013,18828000.0,,40100000.0,277954000.0,190420000.0
September 2013,14592000.0,,-17200000.0,294703000.0,206562000.0
December 2013,19040000.0,,-23459000.0,339807000.0,248810000.0
March 2014,20988000.0,,-25255000.0,367696000.0,276368000.0
June 2014,27025000.0,,7480000.0,334672000.0,243734000.0
September 2014,24508000.0,,-10672000.0,296672000.0,209077000.0
December 2014,27826000.0,,-32061000.0,276385000.0,181896000.0
March 2015,21968000.0,,-24295000.0,362289000.0,268624000.0
June 2015,24201000.0,,-26807000.0,329123000.0,235970000.0
September 2015,22072000.0,,-26418000.0,286127000.0,200216000.0
December 2015,20170000.0,,-30459000.0,256792000.0,174838000.0
March 2016,18502000.0,,-21548000.0,241364000.0,160115000.0
June 2016,18546000.0,,-27183000.0,217847000.0,139772000.0
September 2016,17466000.0,,-12357000.0,210248000.0,134867000.0
December 2016,11911000.0,,38572000.0,169010000.0,119889000.0
March 2017,15344000.0,,-22053000.0,139760000.0,92337000.0
June 2017,17700000.0,,-23317000.0,189365000.0,143598000.0
September 2017,17233000.0,,-32353000.0,347821000.0,303701000.0
December 2017,20711000.0,,-13684000.0,339275000.0,281280000.0
March 2018,21573000.0,11314250.0,-31963000.0,685468000.0,649861000.0
June 2018,26755000.0,11314250.0,-31833000.0,637560000.0,601280000.0
September 2018,28811000.0,11314250.0,-34314000.0,610034000.0,572477000.0
December 2018,37890000.0,11314250.0,68711000.0,686903000.0,460725000.0
March 2019,45396000.0,17472500.0,620134000.0,1330053000.0,1125918000.0
June 2019,51211000.0,17472500.0,-61403000.0,1284535000.0,1028754000.0
September 2019,60257000.0,20428000.0,-72865000.0,1242048000.0,806381000.0
December 2019,74632000.0,22243000.0,-88311000.0,1174123000.0,759934000.0
March 2020,78533000.0,26442000.0,-100207000.0,1089671000.0,830137000.0
June 2020,64946000.0,22877000.0,-84928000.0,1339750000.0,1203930000.0
September 2020,79820000.0,19002000.0,-97438000.0,1275543000.0,1202247000.0
December 2020,100441000.0,34897000.0,-122161000.0,1190720000.0,1139307000.0
March 2021,102535000.0,29458000.0,-118417000.0,1183936000.0,1121605000.0
June 2021,112453000.0,31938000.0,-146095000.0,1084659000.0,990435000.0
September 2021,,30305000.0,-196312000.0,901027000.0,790920000.0
December 2021,,34505000.0,-155609000.0,784705000.0,569465000.0
