,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,83900000.0,,,
June 2007,83900000.0,,,
September 2007,83900000.0,,,
December 2007,83900000.0,,,
March 2008,89775000.0,,,
June 2008,89775000.0,,,
September 2008,89775000.0,,,
December 2008,89775000.0,12617800000.0,1707500000.0,
March 2009,102600000.0,,,
June 2009,102600000.0,12298300000.0,1300100000.0,
September 2009,58500000.0,12420700000.0,1328600000.0,
December 2009,118700000.0,12697900000.0,1461700000.0,
March 2010,129700000.0,12721500000.0,1319900000.0,
June 2010,88700000.0,12693500000.0,1273000000.0,
September 2010,112200000.0,12718500000.0,1188600000.0,
December 2010,125900000.0,13059800000.0,1331100000.0,
March 2011,170900000.0,13188600000.0,1459800000.0,
June 2011,109500000.0,13076300000.0,1171900000.0,
September 2011,129800000.0,13249500000.0,1132400000.0,
December 2011,116000000.0,13862100000.0,1426200000.0,
March 2012,172100000.0,13821300000.0,1279800000.0,
June 2012,119300000.0,13887600000.0,1236900000.0,
September 2012,156100000.0,13834700000.0,1084800000.0,
December 2012,98800000.0,14285000000.0,1313900000.0,
March 2013,176600000.0,14295300000.0,1313800000.0,
June 2013,119000000.0,14317000000.0,1271100000.0,
September 2013,137500000.0,14372800000.0,1238200000.0,
December 2013,144300000.0,14443200000.0,1551100000.0,
March 2014,207600000.0,14800800000.0,1545000000.0,
June 2014,133000000.0,14619800000.0,1285500000.0,
September 2014,126300000.0,14724900000.0,1274500000.0,
December 2014,122600000.0,14905000000.0,1535400000.0,
March 2015,195800000.0,15135600000.0,1326400000.0,
June 2015,80900000.0,28614500000.0,2276800000.0,
September 2015,182500000.0,28769600000.0,2181900000.0,
December 2015,181100000.0,29355200000.0,2206800000.0,27148400000.0
March 2016,,29104600000.0,1896400000.0,
June 2016,,29175300000.0,1765900000.0,
September 2016,,29443500000.0,1817700000.0,
December 2016,,30123200000.0,2168700000.0,27954500000.0
March 2017,,30016600000.0,1855300000.0,28161300000.0
June 2017,,30559600000.0,1779700000.0,28779900000.0
September 2017,,31013000000.0,1823300000.0,29189700000.0
December 2017,,31590500000.0,2213500000.0,29377000000.0
March 2018,,31785600000.0,1980800000.0,29804800000.0
June 2018,,31937600000.0,1810400000.0,30127200000.0
September 2018,,32562400000.0,1839700000.0,30722700000.0
December 2018,,33475800000.0,2247600000.0,31228200000.0
March 2019,,33737100000.0,2008300000.0,31728800000.0
June 2019,,33934300000.0,1838700000.0,32095600000.0
September 2019,,34377200000.0,1773000000.0,32604200000.0
December 2019,,34951800000.0,2093600000.0,32858200000.0
March 2020,,34832200000.0,1845300000.0,32986900000.0
June 2020,,35042000000.0,1713400000.0,33328600000.0
September 2020,,35422000000.0,1727200000.0,33694800000.0
December 2020,,37028100000.0,2083000000.0,34945100000.0
March 2021,,37600600000.0,2355500000.0,35245100000.0
June 2021,,37794900000.0,2278100000.0,35516800000.0
September 2021,,38400900000.0,2408900000.0,35992000000.0
December 2021,,38988500000.0,2656700000.0,36331800000.0
March 2022,,38974500000.0,2562600000.0,36411900000.0
June 2022,,39607100000.0,2642500000.0,36964600000.0
