,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,121750000.0,2129000000.0,599000000.0,,,
June 2008,121750000.0,2264000000.0,745000000.0,,,
September 2008,121750000.0,2151000000.0,1362000000.0,,,
December 2008,121750000.0,2318000000.0,178000000.0,63173000000.0,11461000000.0,
March 2009,116500000.0,1919000000.0,660000000.0,,,
June 2009,116500000.0,2140000000.0,827000000.0,64654000000.0,11688000000.0,
September 2009,116500000.0,2033000000.0,824000000.0,66669000000.0,13018000000.0,
December 2009,116500000.0,2692000000.0,710000000.0,66714000000.0,12454000000.0,54260000000.0
March 2010,145750000.0,2850000000.0,1883000000.0,95709000000.0,17215000000.0,
June 2010,145750000.0,2933000000.0,937000000.0,,,
September 2010,145750000.0,2758000000.0,754000000.0,93620000000.0,15824000000.0,
December 2010,145750000.0,3460000000.0,540000000.0,95289000000.0,16221000000.0,79068000000.0
March 2011,175500000.0,2933000000.0,799000000.0,98269000000.0,17529000000.0,
June 2011,175500000.0,3008000000.0,976000000.0,99027000000.0,17496000000.0,
September 2011,175500000.0,2866000000.0,922000000.0,95832000000.0,17329000000.0,
December 2011,175500000.0,3333000000.0,830000000.0,93837000000.0,16202000000.0,77635000000.0
March 2012,115500000.0,2822000000.0,813000000.0,96647000000.0,17693000000.0,
June 2012,115500000.0,2854000000.0,1029000000.0,97114000000.0,19831000000.0,
September 2012,115500000.0,2955000000.0,652000000.0,97779000000.0,19517000000.0,
December 2012,115500000.0,545000000.0,534000000.0,75478000000.0,15622000000.0,59804000000.0
March 2013,117750000.0,2332000000.0,536000000.0,73298000000.0,14295000000.0,
June 2013,117750000.0,2269000000.0,616000000.0,71823000000.0,13738000000.0,
September 2013,117750000.0,1784000000.0,1024000000.0,74859000000.0,15463000000.0,
December 2013,117750000.0,2294000000.0,1766000000.0,72515000000.0,13174000000.0,59341000000.0
March 2014,113750000.0,2265000000.0,163000000.0,72960000000.0,13702000000.0,
June 2014,113750000.0,2038000000.0,622000000.0,72680000000.0,13100000000.0,
September 2014,113750000.0,2053000000.0,899000000.0,69967000000.0,12846000000.0,
December 2014,113750000.0,2101000000.0,500000000.0,66771000000.0,11750000000.0,
March 2015,102250000.0,1924000000.0,324000000.0,64206000000.0,11864000000.0,
June 2015,102250000.0,1961000000.0,406000000.0,65118000000.0,11888000000.0,
September 2015,102250000.0,1790000000.0,7266000000.0,66390000000.0,12174000000.0,
December 2015,102250000.0,1902000000.0,-729000000.0,62843000000.0,8958000000.0,
March 2016,94000000.0,1615000000.0,554000000.0,63975000000.0,9009000000.0,
June 2016,94000000.0,1668000000.0,464000000.0,63271000000.0,8979000000.0,
September 2016,94000000.0,1552000000.0,548000000.0,63265000000.0,8855000000.0,
December 2016,94000000.0,1711000000.0,93000000.0,61538000000.0,8480000000.0,
March 2017,91500000.0,1475000000.0,630000000.0,62076000000.0,8415000000.0,
June 2017,91500000.0,1449000000.0,498000000.0,62757000000.0,8193000000.0,
September 2017,91500000.0,1330000000.0,981000000.0,63291000000.0,8155000000.0,
December 2017,91500000.0,1657000000.0,802000000.0,62957000000.0,7520000000.0,
March 2018,90500000.0,1527000000.0,938000000.0,64503000000.0,8370000000.0,
June 2018,90500000.0,1904000000.0,318000000.0,62974000000.0,8202000000.0,
September 2018,90500000.0,1508000000.0,1194000000.0,63918000000.0,8722000000.0,
December 2018,90500000.0,1536000000.0,823000000.0,62729000000.0,7604000000.0,
March 2019,87750000.0,1493000000.0,914000000.0,64162000000.0,8539000000.0,
June 2019,87750000.0,1427000000.0,807000000.0,63573000000.0,7836000000.0,
September 2019,87750000.0,1466000000.0,1423000000.0,63895000000.0,8630000000.0,
December 2019,87750000.0,1750000000.0,726000000.0,64549000000.0,7630000000.0,
March 2020,83000000.0,1537000000.0,753000000.0,63598000000.0,9068000000.0,
June 2020,83000000.0,1453000000.0,544000000.0,64194000000.0,7995000000.0,
September 2020,83000000.0,1484000000.0,1119000000.0,66249000000.0,9446000000.0,
December 2020,83000000.0,1624000000.0,1156000000.0,67810000000.0,9979000000.0,
March 2021,86750000.0,1564000000.0,961000000.0,66349000000.0,8843000000.0,
June 2021,86750000.0,1593000000.0,1078000000.0,66477000000.0,8654000000.0,
September 2021,86750000.0,1436000000.0,1258000000.0,67317000000.0,10455000000.0,
December 2021,86750000.0,1670000000.0,1003000000.0,67092000000.0,10342000000.0,
