,OperatingExpenses,NetIncomeLoss,Assets
March 2009,2368250.0,-1066500.0,
June 2009,2368250.0,-1066500.0,
September 2009,2368250.0,-1066500.0,
December 2009,2368250.0,-1066500.0,
March 2010,4348000.0,-387000.0,
June 2010,6051000.0,-992000.0,
September 2010,7266000.0,-74000.0,
December 2010,19254000.0,-8380000.0,914054000.0
March 2011,18412000.0,-4520000.0,
June 2011,28728000.0,-9517000.0,1921474000.0
September 2011,28692000.0,-5661000.0,2133164000.0
December 2011,38149000.0,-5378000.0,2130575000.0
March 2012,53300000.0,-28073000.0,2084425000.0
June 2012,32276000.0,4272000.0,2056066000.0
September 2012,100130000.0,-64495000.0,2059501000.0
