,OperatingExpenses,NetIncomeLoss,Assets
March 2009,805182.0,-1179353.5,
June 2009,805182.0,-1179353.5,
September 2009,805182.0,-1179353.5,
December 2009,805182.0,-1179353.5,
March 2010,631631.0,-1441639.0,
June 2010,653857.0,-226681.0,
September 2010,623248.0,202905.0,
December 2010,608622.0,1846477.0,29968114.0
March 2011,603820.0,-291235.0,
June 2011,620174.0,-885481.0,27474066.0
September 2011,571420.0,-543815.0,26409584.0
December 2011,501951.0,-1429451.0,24020391.0
March 2012,508227.0,-417939.0,23086398.0
June 2012,480156.0,-311312.0,21848305.0
September 2012,449630.0,459008.0,21825881.0
December 2012,429262.0,-1199532.0,20103937.0
March 2013,405215.0,563832.0,19653675.0
June 2013,417264.0,-455947.0,18499387.0
September 2013,387772.0,-446617.0,17816058.0
