,OperatingExpenses,NetIncomeLoss,Assets
March 2010,74500.0,-74500.0,
June 2010,74500.0,-74500.0,
September 2010,74500.0,-74500.0,
December 2010,74500.0,-74500.0,332989.0
March 2011,719822.0,-719822.0,
June 2011,725245.0,-734502.0,26336087.0
September 2011,447542.0,87474.0,35535775.0
December 2011,-109609.0,654850.0,41775082.0
March 2012,691000.0,-221000.0,52706585.0
June 2012,2318000.0,-2004000.0,93161783.0
September 2012,1841000.0,3746000.0,137513116.0
December 2012,4464000.0,-4244000.0,229758000.0
March 2013,6999000.0,-6943000.0,372908000.0
June 2013,8188000.0,-5417000.0,618940000.0
September 2013,7836000.0,-3055000.0,918506000.0
December 2013,12912000.0,-16491000.0,1083368000.0
March 2014,4425000.0,-8574000.0,1083870000.0
June 2014,19308000.0,-12126000.0,1458586000.0
September 2014,5936000.0,2830000.0,1539387000.0
December 2014,15404000.0,-14862000.0,2002255000.0
March 2015,11943000.0,-11954000.0,2047503000.0
June 2015,16890000.0,1113000.0,2441584000.0
September 2015,6592000.0,-1060000.0,2426259000.0
December 2015,15075000.0,-13824000.0,2451759000.0
March 2016,10893000.0,-10916000.0,2522869000.0
June 2016,10543000.0,4530000.0,2508354000.0
September 2016,7122000.0,4497000.0,2504051000.0
December 2016,528828000.0,-6864000.0,2476944000.0
March 2017,6556000.0,-5412000.0,2439693000.0
June 2017,6783000.0,10383000.0,2423166000.0
September 2017,136576000.0,-8769000.0,2479349000.0
December 2017,402571000.0,8726000.0,2459921000.0
March 2018,131523000.0,14187000.0,2367726000.0
June 2018,134708000.0,7721000.0,2352943000.0
September 2018,130217000.0,-7210000.0,2310202000.0
December 2018,134764000.0,-6642000.0,2280144000.0
March 2019,137958000.0,-14364000.0,2308137000.0
June 2019,141116000.0,299000.0,2286985000.0
September 2019,133558000.0,-2454000.0,2211465000.0
