,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2010,960264.0,363903.0,72863.0,,
December 2010,903237.0,394742.0,-43027.0,,
March 2011,853098.0,392818.0,230720.0,,
June 2011,493031.0,412227.0,377952.0,,
September 2011,1109240.0,418114.0,12555.0,3058137.0,2006387.0
December 2011,1187688.0,546280.0,-286250.0,,
March 2012,208887.0,492041.0,651138.0,3017326.0,1937084.0
June 2012,758296.0,433015.0,185560.0,3642033.0,2082616.0
September 2012,859483.0,400352.0,160050.0,3793002.0,2153099.0
December 2012,887192.0,457080.0,13198.0,3818440.0,2264434.0
March 2013,858178.0,336083.0,26595.0,3592178.0,2106172.0
June 2013,838297.0,14185.0,26171.0,3638841.0,2239001.0
September 2013,870971.0,264484.0,44393.0,3657656.0,2217187.0
December 2013,1222339.0,268362.0,-374833.0,3767690.0,2336583.0
March 2014,880130.0,237790.0,80100.0,3237783.0,1860981.0
June 2014,967719.0,292032.0,-74059.0,3310606.0,1891837.0
September 2014,1024425.0,363969.0,-56309.0,3401206.0,1875326.0
December 2014,1119695.0,411282.0,-364457.0,3185186.0,1751953.0
March 2015,1031167.0,348680.0,-218429.0,2771984.0,1345366.0
June 2015,945263.0,252455.0,-957451.0,2604414.0,1100987.0
September 2015,954850.0,319040.0,-101007.0,1537190.0,936157.0
December 2015,845313.0,331722.0,-75383.0,1932628.0,1356027.0
March 2016,883218.0,362920.0,-2813.0,1817939.0,1278742.0
June 2016,863815.0,279314.0,-9048.0,1851665.0,1341860.0
September 2016,792864.0,324674.0,104128.0,1850876.0,1481288.0
December 2016,853954.0,346465.0,-68205.0,1953318.0,1661784.0
March 2017,734689.0,327776.0,166223.0,1894416.0,1662953.0
June 2017,789073.0,305827.0,86635.0,1974627.0,1742452.0
September 2017,738831.0,303070.0,233490.0,2244703.0,2013748.0
December 2017,749390.0,278639.0,67376.0,2515387.0,2247271.0
March 2018,739632.0,290497.0,183629.0,2559651.0,2283610.0
June 2018,729212.0,250384.0,171775.0,2738865.0,2477464.0
September 2018,770263.0,298012.0,220190.0,2962422.0,2726341.0
December 2018,805167.0,289764.0,80719.0,3089665.0,2871075.0
March 2019,711955.0,233225.0,195712.0,3310031.0,3051986.0
June 2019,630550.0,320379.0,114157.0,3467599.0,3210824.0
September 2019,855305.0,319974.0,111658.0,3635090.0,3315772.0
December 2019,901724.0,287752.0,-155331.0,4065995.0,3181618.0
March 2020,802579.0,355625.0,54899.0,3622338.0,2827265.0
June 2020,801345.0,379733.0,158189.0,3570392.0,2872061.0
September 2020,784426.0,298088.0,250702.0,3809813.0,3154307.0
December 2020,869141.0,337392.0,-29466.0,4084678.0,3499791.0
March 2021,917412.0,326450.0,69594.0,4000412.0,3478454.0
June 2021,829071.0,233046.0,91699.0,4002790.0,3454084.0
September 2021,852030.0,258424.0,165601.0,3866448.0,3309530.0
December 2021,960701.0,367311.0,-202610.0,3813296.0,3268524.0
March 2022,794605.0,326125.0,-3242.0,3403079.0,2960366.0
