,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,11788.0,,-11788.0,13212.0,13212.0,
September 2010,5670.0,,-5670.0,,,
December 2010,8422.0,,-8422.0,,,
March 2011,6019.0,,-6019.0,,,
June 2011,11264.0,,-11264.0,11447.0,11447.0,
September 2011,10054.0,,-10054.0,6600.0,6600.0,
December 2011,11317.0,,-11317.0,32966.0,32966.0,
March 2012,5021.0,,-5021.0,45545.0,45545.0,
June 2012,15164.0,,-15164.0,31502.0,31502.0,
September 2012,9476.0,14469.5,-9476.0,22527.0,22527.0,
December 2012,19463.0,14469.5,-19463.0,1541.0,1541.0,
March 2013,8163.0,8163.0,-8163.0,2698.0,2698.0,
June 2013,10306.0,41909.0,-41909.0,2102.0,2102.0,
September 2013,7981.0,7981.0,-7981.0,1106.0,1106.0,
December 2013,,154975.0,-325524.0,,,
March 2014,,117929.0,-206732.0,1813703.0,404364.0,1409339.0
June 2014,,201968.0,-598132.0,1490148.0,259853.0,1230295.0
September 2014,,176030.0,-391478.0,1157337.0,98548.0,1058789.0
December 2014,,204257.0,-375229.0,873202.0,33782.0,839420.0
March 2015,,193338.0,-293802.0,856329.0,255281.0,601048.0
June 2015,,230116.0,-311279.0,691465.0,213240.0,478225.0
September 2015,,310738.0,-362757.0,509109.0,184121.0,324988.0
December 2015,,140306.0,-204553.0,358074.0,99728.0,258346.0
March 2016,,56419.0,-72542.0,334703.0,126869.0,207834.0
June 2016,,-9052.0,57774.0,296141.0,144516.0,151625.0
September 2016,,93668.0,-194490.0,356475.0,256438.0,100037.0
December 2016,,102371.0,-21227.0,194520.0,136588.0,57932.0
March 2017,,40723.0,-89964.0,144538.0,104459.0,40079.0
June 2017,,79858.0,-86724.0,77276.0,53888.0,23388.0
September 2017,,14025.0,30283.0,66860.0,50351.0,16509.0
December 2017,,-25325.0,29453.0,43962.0,32062.0,11900.0
March 2018,,353539.0,-289510.0,71597.0,62155.0,9442.0
June 2018,,74054.0,-76055.0,31448.0,25306.0,6142.0
September 2018,,57353.0,173855.0,41813.0,38109.0,3704.0
December 2018,,35902.0,-11097.0,14459.0,11985.0,2474.0
March 2019,,25917.0,-22175.0,11729.0,10476.0,1253.0
June 2019,,43714.0,-46321.0,11637.0,11636.0,1.0
September 2019,,149377.0,-146828.0,15138.0,15137.0,1.0
December 2019,,30669.0,-27939.0,64743.0,63917.0,826.0
March 2020,,96858.0,-93472.0,40780.0,40038.0,742.0
June 2020,,32498.0,-30418.0,42569.0,41864.0,705.0
September 2020,,64280.0,-60982.0,33517.0,32832.0,685.0
December 2020,,34512.0,-34512.0,46572.0,45909.0,663.0
March 2021,,81606.0,-67280.0,,,
June 2021,,393776.0,-630233.0,33059154.0,2156788.0,30902366.0
September 2021,,363996.0,-822672.0,33802811.0,1917435.0,31885376.0
December 2021,,359105.0,-843248.0,33565151.0,1419337.0,32145814.0
March 2022,,498774.0,-1055641.0,34042781.0,1936093.0,32106688.0
