,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,101985.5,-118922.5,,,
June 2010,101985.5,-118922.5,,,
September 2010,60465.0,-61099.0,,,
December 2010,97519.0,-313307.0,424176.0,221012.0,
March 2011,426239.0,-427550.0,,,
June 2011,108455.0,-109710.0,,,
September 2011,233899.0,-234384.0,480270.0,62718.0,
December 2011,95570.0,-97840.0,486432.0,45252.0,
March 2012,135971.0,-137915.0,540103.0,67137.0,
June 2012,147647.0,-206443.0,,,
September 2012,91952.0,-111145.0,838335.0,184785.0,
December 2012,176157.0,-180320.0,1179391.0,49229.0,
March 2013,75030.0,-68303.0,1625409.0,9830.0,
June 2013,210063.0,-217194.0,1643509.0,5430.0,
September 2013,38043.0,-2098.0,1662367.0,4248.0,
December 2013,26285.0,-70513.0,1706231.0,16934.0,
March 2014,49654.0,-85045.0,1716145.0,3931.0,
June 2014,25119.0,-33732.0,1761222.0,2985.0,
September 2014,32126.0,938.0,1791792.0,2975.0,
December 2014,39421.0,-75492.0,1766942.0,8122.0,
March 2015,79941.0,-94620.0,1798969.0,10232.0,
June 2015,63093.0,-112306.0,1956940.0,8203.0,
September 2015,50413.0,-40061.0,1979297.0,3955.0,
December 2015,33513.0,-52472.0,1986397.0,1055.0,
March 2016,52631.0,-130602.0,2041065.0,7370.0,
June 2016,28790.0,-71223.0,2039653.0,5958.0,
September 2016,32737.0,-30039.0,2072124.0,3336.0,
December 2016,28231.0,-50147.0,2070370.0,1582.0,
March 2017,48594.0,-71244.0,2121874.0,8411.0,
June 2017,25493.0,-78431.0,2122171.0,8708.0,
September 2017,36835.0,4399.0,2118509.0,5046.0,
December 2017,1912361.0,-1969996.0,228311.0,664.0,
March 2018,65333.0,-71643.0,256394.0,7922.0,
June 2018,35616.0,-71643.0,260118.0,11646.0,
September 2018,39257.0,-58047.0,251580.0,3108.0,
December 2018,88027.0,-86929.0,189281.0,3991.0,
March 2019,83549.0,-110133.0,199630.0,14340.0,
June 2019,24501.0,-52067.0,191628.0,6338.0,
September 2019,26184.0,-54369.0,188523.0,3233.0,
December 2019,21032.0,-49677.0,185407.0,117.0,
March 2020,34375.0,-63616.0,198028.0,12738.0,
June 2020,30561.0,-63257.0,186631.0,1341.0,
September 2020,104931.0,-140214.0,190873.0,5583.0,
December 2020,107239.0,-142981.0,158986.0,8986.0,150000.0
March 2021,249780.0,-256972.0,182077.0,32077.0,
June 2021,142943.0,-83765.0,421311.0,271311.0,
September 2021,190274.0,-311596.0,488266.0,338266.0,150000.0
December 2021,169464.0,-377922.0,6123988.0,123988.0,6000000.0
March 2022,330154.0,261944.0,6080488.0,80488.0,6000000.0
June 2022,209359.0,-833135.0,6104645.0,101531.0,6003114.0
