,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2019,101502500.0,45122250.0,-31334250.0,,,
June 2019,101502500.0,45122250.0,-31334250.0,,,
September 2019,101502500.0,45122250.0,-31334250.0,,,
December 2019,101502500.0,45122250.0,-31334250.0,,,
March 2020,205846000.0,74444000.0,-7280000.0,,,
June 2020,324092000.0,88827000.0,-18074000.0,,,
September 2020,411376000.0,97379000.0,-59256000.0,,,
December 2020,523609000.0,148684000.0,-163832000.0,1810802000.0,1179807000.0,630995000.0
March 2021,897391000.0,208240000.0,-25162000.0,,,
June 2021,1172885000.0,261060000.0,-44518000.0,3599778000.0,2091435000.0,1508343000.0
September 2021,1374938000.0,309790000.0,-300664000.0,3575095000.0,1627669000.0,1947426000.0
December 2021,1782331000.0,459297000.0,-814518000.0,3598339000.0,1660200000.0,1938139000.0
March 2022,2012555000.0,418918000.0,-195234000.0,5275026000.0,3294777000.0,1980249000.0
June 2022,1824715000.0,413320000.0,-274666000.0,5261057000.0,3160411000.0,2100646000.0
