,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,-2012500.0,,,
June 2010,-2012500.0,,,
September 2010,-1230000.0,,,
December 2010,-1781000.0,33442000.0,8763000.0,
March 2011,-1670000.0,,,
June 2011,-1631000.0,,,
September 2011,-2150000.0,29734000.0,8659000.0,
December 2011,4033000.0,27459000.0,6836000.0,
March 2012,-1670000.0,26725000.0,6876000.0,
June 2012,739000.0,25059000.0,6787000.0,
September 2012,196000.0,23629000.0,6560000.0,
December 2012,-630000.0,22082000.0,6862000.0,
March 2013,-304000.0,20002000.0,5615000.0,
June 2013,-723000.0,19691000.0,5965000.0,
September 2013,168000.0,19498000.0,6712000.0,
December 2013,-1010000.0,18505000.0,6549000.0,
March 2014,-162000.0,18480000.0,7324000.0,
June 2014,-2504000.0,18543000.0,8181000.0,
September 2014,-407000.0,17109000.0,7282000.0,
December 2014,-1555000.0,15245000.0,6064000.0,
March 2015,-681000.0,14796000.0,6185000.0,
June 2015,-582000.0,15047000.0,6910000.0,
September 2015,173000.0,15362000.0,7704000.0,
December 2015,-659000.0,12990000.0,5916000.0,7074000.0
March 2016,-1117000.0,12159000.0,6040000.0,
June 2016,82000.0,13134000.0,6692000.0,
September 2016,140000.0,13660000.0,6775000.0,
December 2016,284000.0,13414000.0,6288000.0,7126000.0
March 2017,-1255000.0,12252000.0,5357000.0,6895000.0
June 2017,-1254000.0,13358000.0,6137000.0,7221000.0
September 2017,-123000.0,15231000.0,8394000.0,6837000.0
December 2017,-217000.0,14984000.0,7972000.0,7012000.0
March 2018,60000.0,13733000.0,7044000.0,6689000.0
June 2018,-1028000.0,12702000.0,6262000.0,6440000.0
September 2018,-3080000.0,10788000.0,4662000.0,6126000.0
December 2018,-646000.0,11466000.0,5612000.0,5854000.0
March 2019,-523000.0,12510000.0,5441000.0,7069000.0
June 2019,-365000.0,14125000.0,7285000.0,6840000.0
September 2019,-277000.0,13816000.0,7144000.0,6672000.0
December 2019,-237000.0,12254000.0,5905000.0,6349000.0
March 2020,-1043000.0,11670000.0,5374000.0,6296000.0
June 2020,-1353000.0,10783000.0,4761000.0,6022000.0
September 2020,-758000.0,9264000.0,4188000.0,5076000.0
December 2020,-1689000.0,7055000.0,3294000.0,3761000.0
March 2021,-621000.0,7368000.0,3806000.0,3562000.0
June 2021,-1175000.0,6603000.0,3241000.0,3362000.0
September 2021,-999000.0,7007000.0,3837000.0,3170000.0
December 2021,-2173000.0,8651000.0,5095000.0,3556000.0
March 2022,493000.0,9773000.0,6411000.0,3362000.0
June 2022,530000.0,10565000.0,7410000.0,3155000.0
