,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2019,235638500.0,18807500.0,,,
June 2019,235638500.0,18807500.0,,,
September 2019,235638500.0,18807500.0,,,
December 2019,235638500.0,18807500.0,,,
March 2020,148455000.0,29659000.0,,,
June 2020,148455000.0,19927000.0,,,
September 2020,170261000.0,10980000.0,,,
December 2020,212700000.0,14509000.0,2458064000.0,1430167000.0,1027897000.0
March 2021,148565000.0,19038000.0,,,
June 2021,130418000.0,14505000.0,,,
September 2021,132998000.0,23961000.0,2410451000.0,1436251000.0,
December 2021,267960000.0,-55780000.0,2323727000.0,1408187000.0,915540000.0
March 2022,143500000.0,1018000.0,2248975000.0,1352175000.0,
June 2022,582522000.0,-441900000.0,1699937000.0,1271755000.0,
