,NetIncomeLoss,Assets
March 2009,2166000.0,
June 2009,2166000.0,
September 2009,2166000.0,
December 2009,2166000.0,
March 2010,1461000.0,
June 2010,3235000.0,
September 2010,3134000.0,
December 2010,3198000.0,1443412000.0
March 2011,3000000.0,
June 2011,3385000.0,1488209000.0
September 2011,2986000.0,1515966000.0
December 2011,3418000.0,1537571000.0
March 2012,3540000.0,1572044000.0
June 2012,3846000.0,1566035000.0
September 2012,3647000.0,1562680000.0
December 2012,3805000.0,1574627000.0
March 2013,3641000.0,1565524000.0
June 2013,,1562415000.0
September 2013,,1561510000.0
December 2013,,1616904000.0
March 2014,,1640007000.0
June 2014,,1647818000.0
September 2014,,1656377000.0
December 2014,,1691897000.0
March 2015,3687000.0,1715390000.0
June 2015,3687000.0,1743078000.0
September 2015,3687000.0,1783515000.0
December 2015,3687000.0,1821141000.0
March 2016,3784000.0,1850054000.0
June 2016,4037000.0,1850972000.0
September 2016,4164000.0,1848649000.0
December 2016,4362000.0,1877562000.0
March 2017,4321000.0,1935791000.0
June 2017,4301000.0,1924115000.0
September 2017,4173000.0,1962457000.0
December 2017,2167000.0,2003846000.0
March 2018,4820000.0,2055701000.0
June 2018,4963000.0,2032459000.0
September 2018,4786000.0,2026052000.0
December 2018,4643000.0,2069206000.0
March 2019,6524000.0,2064065000.0
June 2019,5060000.0,2087897000.0
September 2019,5366000.0,2085769000.0
December 2019,5045000.0,2086313000.0
March 2020,4473000.0,2109785000.0
June 2020,4291000.0,2088587000.0
September 2020,4318000.0,2106317000.0
December 2020,5523000.0,2110799000.0
March 2021,5013000.0,2139561000.0
June 2021,4058000.0,2132077000.0
September 2021,4162000.0,2117068000.0
December 2021,4197000.0,2130602000.0
March 2022,4710000.0,2127960000.0
June 2022,4110000.0,2180039000.0
