,OperatingExpenses,NetIncomeLoss,Assets
March 2009,151750.0,5105000.0,
June 2009,151750.0,5105000.0,
September 2009,151750.0,5105000.0,
December 2009,151750.0,5105000.0,
March 2010,196000.0,4778000.0,
June 2010,119000.0,4721000.0,594086000.0
September 2010,61000.0,4636000.0,592738000.0
December 2010,153000.0,4649000.0,586086000.0
March 2011,155000.0,6973000.0,593001000.0
June 2011,113000.0,4015000.0,587347000.0
September 2011,100000.0,4735000.0,591542000.0
December 2011,162000.0,3392000.0,588379000.0
March 2012,181000.0,3089000.0,587613000.0
June 2012,133000.0,6657000.0,585526000.0
September 2012,156000.0,4747000.0,583773000.0
December 2012,162000.0,4078000.0,576004000.0
