,NetIncomeLoss,Assets
March 2007,245047000.0,
June 2007,245047000.0,
September 2007,245047000.0,
December 2007,245047000.0,
March 2008,138123000.0,
June 2008,130251000.0,
September 2008,175874000.0,
December 2008,-36626000.0,16535110000.0
March 2009,80795000.0,
June 2009,100205000.0,15923062000.0
September 2009,135981000.0,15791396000.0
December 2009,45292000.0,15417515000.0
March 2010,55483000.0,15518413000.0
June 2010,9961000.0,15625272000.0
September 2010,28783000.0,16086829000.0
December 2010,189383000.0,16184194000.0
March 2011,127331000.0,16075329000.0
June 2011,555924000.0,16398122000.0
September 2011,107848000.0,15756817000.0
December 2011,102482000.0,16659303000.0
March 2012,145299000.0,16481247000.0
June 2012,103264000.0,16714412000.0
September 2012,226139000.0,16668545000.0
December 2012,367017000.0,17201000000.0
March 2013,1017686000.0,23795158000.0
June 2013,324759000.0,23482383000.0
September 2013,377192000.0,23811431000.0
December 2013,110976000.0,22834545000.0
March 2014,79135000.0,22889631000.0
June 2014,112690000.0,22991402000.0
September 2014,221744000.0,23008094000.0
December 2014,217739000.0,22950614000.0
March 2015,182522000.0,
June 2015,286420000.0,
September 2015,196692000.0,23008804000.0
December 2015,204486000.0,23157328000.0
March 2016,3587758000.0,21301292000.0
June 2016,218839000.0,21229922000.0
September 2016,208316000.0,21297744000.0
December 2016,277250000.0,20704148000.0
March 2017,143742000.0,20608338000.0
June 2017,196041000.0,20636575000.0
September 2017,138229000.0,20697833000.0
December 2017,125442000.0,20570599000.0
March 2018,211809000.0,20383870000.0
June 2018,113602000.0,20406582000.0
September 2018,214937000.0,20542150000.0
December 2018,117187000.0,20394209000.0
March 2019,104539000.0,20768811000.0
June 2019,308968000.0,20990711000.0
September 2019,267106000.0,21054056000.0
December 2019,289764000.0,21172769000.0
March 2020,308606000.0,20919318000.0
June 2020,260888000.0,20714951000.0
September 2020,91286000.0,20623978000.0
December 2020,252856000.0,20286891000.0
March 2021,57539000.0,20169015000.0
June 2021,316386000.0,20464346000.0
September 2021,431951000.0,20663015000.0
December 2021,526974000.0,21169241000.0
March 2022,70765000.0,20830237000.0
June 2022,224101000.0,20574345000.0
