,NetIncomeLoss,Assets
March 2009,1804750.0,
June 2009,1804750.0,
September 2009,1804750.0,
December 2009,1804750.0,
March 2010,2422000.0,
June 2010,2065000.0,978286000.0
September 2010,2304000.0,993196000.0
December 2010,1628000.0,968667000.0
March 2011,2460000.0,975717000.0
June 2011,2106000.0,998337000.0
September 2011,2180000.0,1024618000.0
December 2011,1756000.0,1004823000.0
March 2012,2236000.0,1020735000.0
June 2012,2128000.0,1047319000.0
September 2012,2304000.0,1063023000.0
December 2012,2218000.0,1049995000.0
March 2013,2418000.0,1036039000.0
June 2013,2322000.0,1038856000.0
September 2013,2308000.0,1034530000.0
December 2013,2267000.0,1046047000.0
March 2014,2472000.0,1045925000.0
June 2014,2731000.0,1057253000.0
September 2014,2624000.0,1067531000.0
December 2014,2463000.0,1089808000.0
March 2015,2543000.0,1109024000.0
June 2015,2810000.0,1106251000.0
September 2015,2812000.0,1132543000.0
December 2015,2852000.0,1147925000.0
March 2016,2547000.0,1152354000.0
June 2016,2982000.0,1169110000.0
September 2016,2768000.0,1208869000.0
December 2016,2572000.0,1206320000.0
March 2017,2637000.0,1241725000.0
June 2017,2722000.0,1261936000.0
September 2017,1912000.0,1607635000.0
December 2017,2517000.0,1595432000.0
March 2018,4913000.0,1611015000.0
June 2018,5507000.0,1623342000.0
September 2018,6039000.0,1647799000.0
December 2018,5289000.0,1647724000.0
March 2019,5864000.0,1671159000.0
June 2019,6466000.0,1679305000.0
September 2019,6310000.0,1735849000.0
December 2019,5081000.0,1720253000.0
March 2020,-1223000.0,2180065000.0
June 2020,5797000.0,2412303000.0
September 2020,6771000.0,2503049000.0
December 2020,7049000.0,2555362000.0
March 2021,7471000.0,2654617000.0
June 2021,8508000.0,2708520000.0
September 2021,7360000.0,2792792000.0
December 2021,4495000.0,2786987000.0
March 2022,6599000.0,2746156000.0
June 2022,8630000.0,2683162000.0
