,NetIncomeLoss,Assets
March 2011,847000.0,
June 2011,847000.0,
September 2011,984000.0,
December 2011,771000.0,238668000.0
March 2012,1129000.0,
June 2012,910000.0,
September 2012,945000.0,255911000.0
December 2012,646000.0,267257000.0
March 2013,752000.0,290892000.0
June 2013,740000.0,279972000.0
September 2013,800000.0,277051000.0
December 2013,727000.0,290095000.0
March 2014,515000.0,287570000.0
June 2014,780000.0,291084000.0
September 2014,879000.0,301929000.0
December 2014,800000.0,314314000.0
March 2015,745000.0,306281000.0
June 2015,807000.0,318266000.0
September 2015,949000.0,324571000.0
