,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,1233244.5,1299482.0,,
June 2010,1233244.5,1299482.0,,
September 2010,3727788.0,1831441.0,,
December 2010,7632879.0,-1224057.0,242507318.0,172036729.0
March 2011,2783219.0,-1411794.0,,
June 2011,3186956.0,2991274.0,,
September 2011,7092365.0,-2520496.0,281147283.0,209126589.0
December 2011,7308839.0,-2918919.0,272571541.0,195598826.0
March 2012,2293428.0,1553104.0,287395933.0,210045450.0
June 2012,2364168.0,60595.0,,
September 2012,2565030.0,-3498051.0,311263756.0,233465896.0
December 2012,9544084.0,-8705357.0,286580649.0,197399205.0
