,NetIncomeLoss,Assets,AssetsCurrent
March 2008,16895000.0,,
June 2008,16895000.0,,
September 2008,16895000.0,,
December 2008,16895000.0,,
March 2009,6896000.0,,
June 2009,12692000.0,,
September 2009,18992000.0,,
December 2009,18004000.0,1173009000.0,284504000.0
March 2010,10836000.0,,
June 2010,20930000.0,1209972000.0,348085000.0
September 2010,24158000.0,1248313000.0,390178000.0
December 2010,24115000.0,1151552000.0,297699000.0
March 2011,16293000.0,1190447000.0,350888000.0
June 2011,27518000.0,1223135000.0,334877000.0
September 2011,29578000.0,1269276000.0,366742000.0
December 2011,29368000.0,1302416000.0,341331000.0
March 2012,21245000.0,1324423000.0,318193000.0
June 2012,30680000.0,1325560000.0,323427000.0
September 2012,25128000.0,1346332000.0,328680000.0
December 2012,25981000.0,1334900000.0,319187000.0
March 2013,17511000.0,1322974000.0,327874000.0
June 2013,25840000.0,1320448000.0,347866000.0
September 2013,21259000.0,1351093000.0,348782000.0
December 2013,22175000.0,1354097000.0,349661000.0
March 2014,14339000.0,1372609000.0,398680000.0
June 2014,25632000.0,1390870000.0,390526000.0
September 2014,25970000.0,1449381000.0,414108000.0
December 2014,32709000.0,1480462000.0,426344000.0
March 2015,23142000.0,1518524000.0,425594000.0
June 2015,31848000.0,1543415000.0,416072000.0
September 2015,32076000.0,1571972000.0,400833000.0
December 2015,36648000.0,1585647000.0,379502000.0
March 2016,20092000.0,1609565000.0,343778000.0
June 2016,18306000.0,1726867000.0,348588000.0
September 2016,18920000.0,1726379000.0,377857000.0
December 2016,21811000.0,1793003000.0,373128000.0
March 2017,16019000.0,1745668000.0,369817000.0
June 2017,23219000.0,1731455000.0,347067000.0
September 2017,22517000.0,1762941000.0,381472000.0
December 2017,141134000.0,1807991000.0,400229000.0
March 2018,27807000.0,1822045000.0,411267000.0
June 2018,38264000.0,1971254000.0,413967000.0
September 2018,47514000.0,2033136000.0,419847000.0
December 2018,54563000.0,2083504000.0,456658000.0
March 2019,36086000.0,2118832000.0,455454000.0
June 2019,43318000.0,2128617000.0,453301000.0
September 2019,39044000.0,2163539000.0,436325000.0
December 2019,48496000.0,2143864000.0,466334000.0
March 2020,23058000.0,2088898000.0,459643000.0
June 2020,39132000.0,2079713000.0,431587000.0
September 2020,46332000.0,2140136000.0,464121000.0
December 2020,60556000.0,2156676000.0,456916000.0
March 2021,46492000.0,2229526000.0,532909000.0
June 2021,72032000.0,2382867000.0,666511000.0
September 2021,63761000.0,2479141000.0,569791000.0
December 2021,76767000.0,2603713000.0,631213000.0
March 2022,53749000.0,2649026000.0,678354000.0
June 2022,72290000.0,2848587000.0,772405000.0
