,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2007,177754750.0,73880750.0,24748250.0,,,
March 2008,177754750.0,73880750.0,24748250.0,,,
June 2008,177754750.0,73880750.0,24748250.0,,,
September 2008,177754750.0,73880750.0,24748250.0,,,
December 2008,195314000.0,84527000.0,29529000.0,,,
March 2009,195314000.0,84527000.0,29529000.0,,,
June 2009,193228000.0,79369000.0,34706000.0,,,
September 2009,209361000.0,84095000.0,32107000.0,,,
December 2009,203997000.0,84652000.0,27284000.0,1675588000.0,413234000.0,1262354000.0
March 2010,217149000.0,89059000.0,38933000.0,,,
June 2010,226957000.0,86203000.0,34559000.0,,,
September 2010,235510000.0,98098000.0,36505000.0,1846086000.0,533278000.0,1312808000.0
December 2010,254700000.0,101772000.0,31937000.0,2155702000.0,552734000.0,1602968000.0
March 2011,274147000.0,105668000.0,38722000.0,2282339000.0,655218000.0,1627121000.0
June 2011,287040000.0,117352000.0,40809000.0,2378843000.0,508827000.0,1870016000.0
September 2011,337283000.0,128689000.0,22728000.0,2980082000.0,570855000.0,2409227000.0
December 2011,307683000.0,125176000.0,23475000.0,3073037000.0,698078000.0,2374959000.0
March 2012,326668000.0,126845000.0,44191000.0,3193277000.0,807176000.0,2386101000.0
June 2012,329349000.0,138519000.0,44082000.0,3198619000.0,707938000.0,2490681000.0
September 2012,358882000.0,143503000.0,46420000.0,3448172000.0,734092000.0,2714080000.0
December 2012,346125000.0,142229000.0,24671000.0,3549211000.0,863883000.0,2685328000.0
March 2013,356559000.0,143609000.0,42890000.0,3567949000.0,876072000.0,2691877000.0
June 2013,440862000.0,179344000.0,23362000.0,3572941000.0,757150000.0,2815791000.0
September 2013,374483000.0,176892000.0,40810000.0,5322368000.0,828214000.0,4494154000.0
December 2013,468804000.0,197716000.0,32422000.0,5359613000.0,880840000.0,4478773000.0
March 2014,481235000.0,203644000.0,55492000.0,5359920000.0,911573000.0,4448347000.0
June 2014,482233000.0,211285000.0,46517000.0,5248466000.0,820875000.0,4427591000.0
September 2014,370031000.0,177107000.0,60118000.0,5352792000.0,811747000.0,4541045000.0
December 2014,480835000.0,195938000.0,39520000.0,5272136000.0,688807000.0,4583329000.0
March 2015,480771000.0,202660000.0,50952000.0,5565700000.0,849910000.0,4715790000.0
June 2015,493218000.0,207744000.0,59244000.0,5692829000.0,795669000.0,4897160000.0
September 2015,421668000.0,189012000.0,90477000.0,5649599000.0,790248000.0,4859351000.0
December 2015,468934000.0,186515000.0,45044000.0,5601081000.0,955342000.0,4645739000.0
March 2016,502759000.0,206927000.0,50102000.0,6562438000.0,805778000.0,5756660000.0
