,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2019,-29000.0,,,
June 2019,-29000.0,,,
September 2019,-248000.0,,,
December 2019,,1427000.0,1387000.0,40000.0
March 2020,-186000.0,,,
June 2020,-142000.0,,,
September 2020,-218000.0,2015000.0,996000.0,1019000.0
December 2020,-226000.0,1955000.0,777000.0,1178000.0
March 2021,-143000.0,1818000.0,711000.0,1107000.0
June 2021,-70000.0,1807000.0,707000.0,1100000.0
September 2021,64000.0,1816000.0,737000.0,1079000.0
December 2021,46000.0,1903000.0,832000.0,1071000.0
March 2022,-16000.0,1870000.0,896000.0,974000.0
June 2022,15000.0,1657000.0,766000.0,891000.0
