,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,,-130.0,,
June 2019,,-130.0,,
September 2019,,-130.0,,
December 2019,,-130.0,24930.0,24930.0
March 2020,488000.0,-16923.0,54304.0,4004.0
June 2020,488000.0,-70792.0,87352100.0,1114110.0
September 2020,892000.0,-484814.0,87106487.0,860512.0
December 2020,557000.0,-2657471.0,5492000.0,5491000.0
March 2021,1155000.0,-1196256.0,86854201.0,602487.0
June 2021,3333000.0,-488005.0,86559372.0,304575.0
September 2021,2925000.0,-8169000.0,87976000.0,87956000.0
December 2021,4344000.0,-4247739.0,80999000.0,80553000.0
March 2022,5930000.0,6594000.0,72111000.0,71707000.0
June 2022,6289000.0,-4024000.0,64722000.0,63214000.0
