,OperatingExpenses,NetIncomeLoss,Assets
March 2012,368932.25,,
June 2012,368932.25,,
September 2012,368932.25,,
December 2012,368932.25,,201648007.0
March 2013,1368478.75,,491744654.0
June 2013,1368478.75,,607858180.0
September 2013,1368478.75,,559545372.0
December 2013,1368478.75,,620081058.0
March 2014,2231866.0,7334250.0,698216777.0
June 2014,1462651.0,7334250.0,713161117.0
September 2014,1666169.0,7334250.0,721621407.0
December 2014,2501622.0,7334250.0,792398605.0
March 2015,2919648.0,8744000.0,813388363.0
June 2015,3953156.0,11408000.0,782645192.0
September 2015,3461155.0,11985000.0,779100280.0
December 2015,1960375.0,8246000.0,2329781000.0
March 2016,3040884.0,8376000.0,802670568.0
June 2016,2683898.0,8021000.0,565352636.0
September 2016,3363876.0,8792000.0,588630124.0
December 2016,,24054000.0,2605267000.0
March 2017,,8856000.0,2527522000.0
June 2017,,10496000.0,2446920000.0
September 2017,,11841000.0,2503143000.0
December 2017,,12097000.0,2523503000.0
March 2018,,17854000.0,2640954000.0
June 2018,,15296000.0,2812980000.0
September 2018,,16931000.0,2900759000.0
December 2018,,9177000.0,3036843000.0
March 2019,,29467000.0,3279014000.0
June 2019,,10969000.0,3840323000.0
September 2019,,12104000.0,4123019000.0
December 2019,,20428000.0,4977018000.0
March 2020,,-50452000.0,5270050000.0
June 2020,,33853000.0,5460932000.0
September 2020,,34558000.0,5317510000.0
December 2020,,26911000.0,5372095000.0
March 2021,,,8016955000.0
June 2021,,,8976892000.0
September 2021,,,9264398000.0
December 2021,,,9534031000.0
March 2022,,,11476244000.0
June 2022,,,11937315000.0
