,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,-33295250.0,,,
June 2009,-33295250.0,,,
September 2009,-33295250.0,,,
December 2009,-33295250.0,,,
March 2010,8881000.0,,,
June 2010,4545000.0,,,
September 2010,-25307000.0,,,
December 2010,10041000.0,944290000.0,150530000.0,406438000.0
March 2011,11844000.0,,,
June 2011,10384000.0,939015000.0,148710000.0,409012000.0
September 2011,-232814000.0,693888000.0,149287000.0,157442000.0
December 2011,6726000.0,695000000.0,143331000.0,165375000.0
March 2012,3070000.0,696482000.0,147500000.0,165257000.0
June 2012,3497000.0,684586000.0,142390000.0,166299000.0
September 2012,6068000.0,684586000.0,141157000.0,163670000.0
December 2012,-3002000.0,682636000.0,138825000.0,163153000.0
March 2013,3070000.0,684516000.0,147931000.0,159580000.0
June 2013,-2780000.0,684974000.0,150253000.0,160182000.0
September 2013,-12075000.0,661912000.0,140322000.0,149144000.0
December 2013,-3002000.0,643416000.0,142417000.0,149761000.0
March 2014,-44168000.0,644814000.0,145567000.0,150464000.0
June 2014,-2780000.0,643961000.0,147372000.0,151055000.0
September 2014,-44760000.0,649897000.0,157638000.0,149917000.0
December 2014,-132801000.0,5141408000.0,896186000.0,149499000.0
March 2015,-112566000.0,6031356000.0,1000956000.0,
June 2015,-19186000.0,6103378000.0,978828000.0,
September 2015,-28952000.0,6121361000.0,1004160000.0,
December 2015,-265491000.0,6091470000.0,1011493000.0,
March 2016,-43039000.0,6005750000.0,1079971000.0,
June 2016,-22973000.0,5933018000.0,1056896000.0,
September 2016,-20458000.0,5886587000.0,1048666000.0,
December 2016,22457000.0,5779201000.0,1058987000.0,
March 2017,-50761000.0,5688509000.0,1030549000.0,
June 2017,-65156000.0,5514788000.0,986330000.0,
September 2017,-373824000.0,4926928000.0,998792000.0,
December 2017,-89241000.0,4787865000.0,939907000.0,
March 2018,-68538000.0,4771539000.0,952934000.0,
June 2018,-39612000.0,4544817000.0,928567000.0,
September 2018,-58128000.0,4391374000.0,891044000.0,
December 2018,-68953000.0,4263623000.0,875625000.0,
March 2019,-15263000.0,4779923000.0,809015000.0,
June 2019,-4819000.0,4642580000.0,746628000.0,
September 2019,46097000.0,4674147000.0,784268000.0,
December 2019,-11396000.0,4662140000.0,828847000.0,
March 2020,33508000.0,4488981000.0,773781000.0,
June 2020,-22005000.0,4366334000.0,924691000.0,
September 2020,-62793000.0,4214625000.0,897413000.0,
December 2020,-7673000.0,4062246000.0,869130000.0,
