,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2019,68750000.0,16000000.0,-52250000.0,,,
June 2019,68750000.0,16000000.0,-52250000.0,,,
September 2019,68750000.0,16000000.0,-52250000.0,,,
December 2019,68750000.0,16000000.0,-52250000.0,,,
March 2020,84785500.0,22192000.0,-62273500.0,,,
June 2020,84785500.0,22192000.0,-62273500.0,,,
September 2020,86971000.0,34274000.0,-62608000.0,,,
December 2020,103458000.0,30342000.0,-60845000.0,775956000.0,673064000.0,102892000.0
March 2021,74000000.0,23000000.0,-99000000.0,,,
June 2021,140000000.0,50000000.0,-135000000.0,,,
September 2021,136955000.0,39700000.0,-252497000.0,1657253000.0,1496915000.0,160338000.0
December 2021,191045000.0,50300000.0,-503000.0,1735000000.0,1485000000.0,250000000.0
March 2022,190000000.0,62000000.0,-23000000.0,1734000000.0,1477000000.0,257000000.0
June 2022,212000000.0,67000000.0,-54000000.0,1750000000.0,1486000000.0,264000000.0
