,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2010,3700.0,,,
March 2011,2270.0,405577.5,,
June 2011,81754.0,405577.5,,
September 2011,54781.0,125599.0,,
December 2011,350.0,616091.0,3623563.0,3582205.0
March 2012,134446.0,744902.0,,
June 2012,180634.0,955584.0,,
September 2012,149643.0,1144769.0,7012982.0,6987370.0
December 2012,182875.0,1351588.0,8582668.0,8562897.0
March 2013,172548.0,1507877.0,10247188.0,10232574.0
June 2013,166870.0,1580083.0,12287022.0,12278274.0
September 2013,166752.0,1571624.0,13887260.0,13882530.0
