,NetIncomeLoss,Assets
March 2008,5150000.0,
June 2008,5150000.0,
September 2008,5150000.0,
December 2008,5150000.0,
March 2009,25800000.0,
June 2009,64400000.0,
September 2009,49700000.0,
December 2009,57300000.0,8042700000.0
March 2010,41800000.0,
June 2010,2300000.0,8373400000.0
September 2010,52300000.0,8596700000.0
December 2010,58400000.0,8569900000.0
March 2011,29300000.0,8514900000.0
June 2011,-32200000.0,8981300000.0
September 2011,-9700000.0,12684500000.0
December 2011,49300000.0,12624400000.0
March 2012,49700000.0,12913400000.0
June 2012,20800000.0,13118700000.0
September 2012,40400000.0,13330100000.0
December 2012,-55000000.0,13484900000.0
March 2013,66200000.0,13442100000.0
June 2013,53400000.0,13306400000.0
September 2013,61300000.0,13463300000.0
December 2013,70100000.0,13378700000.0
March 2014,54600000.0,13643000000.0
June 2014,82600000.0,13964800000.0
September 2014,54900000.0,13960200000.0
December 2014,89900000.0,13759700000.0
March 2015,54900000.0,13925600000.0
June 2015,120700000.0,14144700000.0
September 2015,78300000.0,14041000000.0
December 2015,77600000.0,13781200000.0
March 2016,78200000.0,14027700000.0
June 2016,2000000.0,14163600000.0
September 2016,88400000.0,14363700000.0
December 2016,-13500000.0,14220400000.0
March 2017,45200000.0,14490800000.0
June 2017,78400000.0,14792700000.0
September 2017,11100000.0,15389300000.0
December 2017,51500000.0,15469600000.0
March 2018,67700000.0,15334200000.0
June 2018,99300000.0,15403600000.0
September 2018,100400000.0,15624300000.0
December 2018,123600000.0,12399700000.0
March 2019,122400000.0,11983400000.0
June 2019,74000000.0,12159900000.0
September 2019,118900000.0,12627200000.0
December 2019,109800000.0,12490500000.0
March 2020,-40000000.0,12277400000.0
June 2020,115200000.0,12838600000.0
September 2020,118900000.0,13393800000.0
December 2020,164600000.0,13443700000.0
March 2021,92700000.0,13448000000.0
June 2021,128500000.0,13728100000.0
September 2021,34000000.0,14105300000.0
December 2021,163500000.0,14254300000.0
March 2022,104800000.0,13847200000.0
June 2022,22600000.0,13600900000.0
