,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
December 2008,222764000.0,,
March 2009,222764000.0,,
June 2009,222764000.0,,
September 2009,222764000.0,,
December 2009,247113000.0,,
March 2010,247113000.0,,
June 2010,253730000.0,,
September 2010,256704000.0,1588763000.0,794140000.0
December 2010,270179500.0,,
March 2011,270179500.0,,
June 2011,257240000.0,1724085000.0,860975000.0
September 2011,281003000.0,1727712000.0,878261000.0
