,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,7047750.0,1525797.0,,3927468.0,,,
June 2010,9803445.0,2027757.0,,5648481.0,,,
September 2010,8381062.0,1773044.0,,4979701.0,,,
December 2010,,,,,191378761.0,131268681.0,
March 2011,8481929.0,1978901.0,,4854323.0,,,
June 2011,10344353.0,2198707.0,,4970197.0,218901893.0,157146794.0,
September 2011,9013541.0,1893985.0,,3506806.0,231099023.0,165449648.0,
December 2011,,2931151.0,,3340493.0,234527737.0,164868460.0,
March 2012,8890712.0,1267156.0,,2333989.0,224461837.0,156151159.0,
June 2012,9313327.0,2296820.0,,3274061.0,,,
September 2012,8749512.0,2352958.0,,3847495.0,232549287.0,167818893.0,
December 2012,13467669.0,1932167.0,,3349393.0,243560985.0,178751265.0,
March 2013,9962109.0,1390464.0,,1233379.0,245241471.0,180578988.0,
June 2013,11748622.0,1617147.0,,4034792.0,252006610.0,187646427.0,
September 2013,11358637.0,2384902.0,,3310620.0,255549176.0,191699656.0,
December 2013,12767077.0,2157497.0,,784174.0,252980284.0,190862231.0,62118053.0
March 2014,11512847.0,1491199.0,,2770303.0,264729387.0,202256405.0,
June 2014,13384543.0,2200558.0,,4132474.0,272860544.0,211329717.0,
September 2014,11873390.0,2242620.0,,2900935.0,270098855.0,209573612.0,
December 2014,12517848.0,1666965.0,,3997318.0,286906262.0,226929046.0,59977216.0
March 2015,9782991.0,1712621.0,,3050281.0,287142674.0,227728441.0,59414233.0
June 2015,14373782.0,1857470.0,,2262075.0,301196441.0,242870481.0,58325960.0
September 2015,12709529.0,2261665.0,,2048026.0,303027490.0,248365952.0,54661538.0
December 2015,11007113.0,1526807.0,,5948104.0,320554056.0,267976173.0,52577883.0
March 2016,14235977.0,1743687.0,,430641.0,317218807.0,265166594.0,52052213.0
June 2016,14414176.0,2379962.0,,7238819.0,266048304.0,206104342.0,59943962.0
September 2016,15238817.0,2409891.0,,3238643.0,281089314.0,219444904.0,61644410.0
December 2016,8864743.0,1175993.0,,8311291.0,301328124.0,236059072.0,62058477.0
March 2017,11708632.0,2055096.0,,6923519.0,327613171.0,253985290.0,73627881.0
June 2017,16177647.0,2481563.0,,5924811.0,371504339.0,281704129.0,89800210.0
September 2017,15986734.0,2941243.0,,8585113.0,411537055.0,314572652.0,96964403.0
December 2017,28222451.0,3526658.0,,2890778.0,582315942.0,456024185.0,126291757.0
March 2018,18402041.0,3590402.0,833684.0,8273502.0,818649657.0,671767494.0,146882163.0
June 2018,26982376.0,5331956.0,994484.0,6743420.0,746269579.0,594524776.0,151744803.0
September 2018,22690857.0,4478298.0,679319.0,-5605214.0,700146431.0,555952363.0,144194068.0
December 2018,30389192.0,2965737.0,,3323991.0,794371526.0,612494137.0,181877389.0
March 2019,25210996.0,4951536.0,1008084.0,8970527.0,787337300.0,596739622.0,190597678.0
June 2019,32666507.0,6981251.0,6055038.0,5638125.0,773073031.0,575562226.0,197510805.0
September 2019,27059291.0,5001354.0,-4173514.0,4184902.0,702552086.0,503892541.0,198659545.0
December 2019,32495499.0,4498875.0,,6620377.0,817721344.0,607488798.0,210232546.0
