,NetIncomeLoss,Assets,AssetsCurrent
March 2009,73442500.0,,
June 2009,73442500.0,,
September 2009,73442500.0,,
December 2009,73442500.0,,
March 2010,64139000.0,,
June 2010,44040000.0,,
September 2010,109787000.0,,
December 2010,56259000.0,11181660000.0,1189389000.0
March 2011,92175000.0,,
June 2011,65223000.0,11711136000.0,1015694000.0
September 2011,141902000.0,11887620000.0,1176121000.0
December 2011,53681000.0,12555211000.0,1225498000.0
March 2012,76986000.0,12658826000.0,1075655000.0
June 2012,64312000.0,12838868000.0,1112581000.0
September 2012,136011000.0,13017036000.0,1108617000.0
December 2012,62832000.0,13401258000.0,1177541000.0
March 2013,101965000.0,13649760000.0,1226254000.0
June 2013,77701000.0,14014670000.0,1323384000.0
September 2013,155106000.0,14393413000.0,1453798000.0
December 2013,58277000.0,14694895000.0,1354872000.0
March 2014,108364000.0,14851457000.0,1428728000.0
June 2014,75266000.0,14939541000.0,1378916000.0
September 2014,134469000.0,15246839000.0,1464069000.0
December 2014,86816000.0,15987316000.0,1488344000.0
March 2015,6924000.0,15875884000.0,1335720000.0
June 2015,74181000.0,16026050000.0,1323858000.0
September 2015,175549000.0,16515443000.0,1634584000.0
December 2015,100185000.0,17037332000.0,1251149000.0
March 2016,94629000.0,17060950000.0,1233580000.0
June 2016,78176000.0,17317534000.0,1369099000.0
September 2016,206552000.0,17538758000.0,1396930000.0
December 2016,109387000.0,17822280000.0,1337513000.0
March 2017,94166000.0,17785446000.0,1216563000.0
June 2017,87662000.0,18039372000.0,1386463000.0
September 2017,229003000.0,18036007000.0,1340840000.0
December 2017,79290000.0,17925800000.0,1477200000.0
March 2018,111740000.0,17822384000.0,1384505000.0
June 2018,92400000.0,18017234000.0,1363554000.0
September 2018,201176000.0,18172162000.0,1334793000.0
December 2018,87000000.0,18469900000.0,1346600000.0
March 2019,113000000.0,18962200000.0,1336300000.0
June 2019,95900000.0,19230800000.0,1279800000.0
September 2019,209000000.0,19869700000.0,1569200000.0
December 2019,124900000.0,19916400000.0,1469500000.0
March 2020,107000000.0,19837800000.0,1430800000.0
June 2020,117000000.0,20850000000.0,2091500000.0
September 2020,246100000.0,21156200000.0,1824000000.0
December 2020,121000000.0,21060000000.0,1491000000.0
March 2021,128000000.0,22250000000.0,2129000000.0
June 2021,112000000.0,22598000000.0,2241000000.0
September 2021,248000000.0,22880000000.0,2235000000.0
December 2021,121000000.0,22809000000.0,1876000000.0
March 2022,127000000.0,22796000000.0,1862000000.0
June 2022,118000000.0,23172000000.0,2157000000.0
