,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2013,28500000.0,339500000.0,58250000.0,,,
March 2014,28500000.0,339500000.0,58250000.0,,,
June 2014,28500000.0,339500000.0,58250000.0,,,
September 2014,28500000.0,339500000.0,58250000.0,10907000000.0,,
December 2014,27500000.0,257000000.0,77250000.0,,,
March 2015,27500000.0,257000000.0,77250000.0,,,
June 2015,27500000.0,257000000.0,77250000.0,,,
September 2015,27500000.0,257000000.0,77250000.0,10054000000.0,3093000000.0,6961000000.0
December 2015,25000000.0,224000000.0,89000000.0,,,
March 2016,25000000.0,258000000.0,87000000.0,,,
June 2016,22000000.0,160000000.0,71000000.0,,,
September 2016,15000000.0,216000000.0,-276000000.0,9697000000.0,2866000000.0,6831000000.0
December 2016,23000000.0,239000000.0,-1000000.0,9063000000.0,2334000000.0,6729000000.0
March 2017,24000000.0,245000000.0,92000000.0,9186000000.0,2377000000.0,6809000000.0
June 2017,20000000.0,182000000.0,-33000000.0,8506000000.0,1839000000.0,6667000000.0
September 2017,16000000.0,4000000.0,-57000000.0,8618000000.0,1903000000.0,6715000000.0
December 2017,21000000.0,171000000.0,-4000000.0,8655000000.0,1964000000.0,6691000000.0
March 2018,18000000.0,146000000.0,73000000.0,8441000000.0,1713000000.0,6728000000.0
June 2018,21000000.0,203000000.0,36000000.0,8224000000.0,1672000000.0,6552000000.0
September 2018,13000000.0,172000000.0,9000000.0,8259000000.0,1712000000.0,6540000000.0
December 2018,17000000.0,143000000.0,126250000.0,7943000000.0,1991000000.0,5952000000.0
March 2019,17000000.0,136000000.0,126250000.0,7998000000.0,2087000000.0,5911000000.0
June 2019,17000000.0,150000000.0,126250000.0,7925000000.0,2037000000.0,5888000000.0
September 2019,7000000.0,-3000000.0,126250000.0,7251000000.0,1433000000.0,5818000000.0
December 2019,16000000.0,120000000.0,,7326000000.0,1344000000.0,5982000000.0
March 2020,18000000.0,103000000.0,,6968000000.0,1645000000.0,5323000000.0
June 2020,14000000.0,113000000.0,,6986000000.0,1670000000.0,5316000000.0
September 2020,16000000.0,88000000.0,,6877000000.0,1547000000.0,5330000000.0
December 2020,15000000.0,106000000.0,,6742000000.0,1381000000.0,5361000000.0
March 2021,11000000.0,79000000.0,,6664000000.0,1418000000.0,5246000000.0
June 2021,15000000.0,98000000.0,,6766000000.0,1235000000.0,5531000000.0
September 2021,9000000.0,75000000.0,,6612000000.0,1717000000.0,4895000000.0
December 2021,13000000.0,82000000.0,,6549000000.0,1734000000.0,4815000000.0
March 2022,13000000.0,90000000.0,,6780000000.0,2025000000.0,4755000000.0
June 2022,14000000.0,127000000.0,,6412000000.0,1817000000.0,4595000000.0
