,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2011,71977.12903225806,52915.0,5309197.0,5274278.0,
September 2011,71977.12903225806,53050.0,4926442.0,4891002.0,
December 2011,71977.12903225806,-45653.0,6552508.0,6517719.0,
March 2012,71977.12903225806,-49800.0,8292792.0,8262170.0,
June 2012,71977.12903225806,49464.0,,,
September 2012,71977.12903225806,-27207.0,5887245.0,5856123.0,
December 2012,71977.12903225806,-22593.0,,,
March 2013,71977.12903225806,-19850.0,237.0,237.0,
June 2013,71977.12903225806,-68144.0,75199.0,75199.0,
September 2013,71977.12903225806,-37956.0,75231.0,75231.0,
December 2013,71977.12903225806,-134673.0,6280.0,6280.0,
March 2014,71977.12903225806,-62201.0,449.0,449.0,
June 2014,71977.12903225806,-64193.0,205.0,205.0,
September 2014,71977.12903225806,-119152.5,,,
December 2014,71977.12903225806,-119152.5,2034.0,2034.0,
March 2015,71977.12903225806,-59204.74999999997,,,
June 2015,71977.12903225806,-59204.74999999997,,,
September 2015,71977.12903225806,-59204.74999999997,,,
December 2015,71977.12903225806,-59204.74999999997,,,
March 2016,71977.12903225806,-59204.74999999997,,,
June 2016,71977.12903225806,-59204.74999999997,,,
September 2016,71977.12903225806,-59204.74999999997,,,
December 2016,71977.12903225806,-59204.74999999997,,,
March 2017,71977.12903225806,-34805.0,,,
June 2017,71977.12903225806,-296583.6666666667,,,
September 2017,71977.12903225806,-296583.6666666667,,,
December 2017,71977.12903225806,-296583.6666666667,318063.0,317457.0,
March 2018,71977.12903225806,82490.0,321259.0,320690.0,
June 2018,71977.12903225806,-53720.0,,,
September 2018,71977.12903225806,-74788.0,,,
December 2018,71977.12903225806,-74788.0,310505.0,310139.0,
March 2019,69379.0,169178.0,,,
June 2019,61783.0,-38180.0,328542.0,321760.0,
September 2019,56811.0,179333.0,,,
December 2019,40615.0,142269.0,1165484.0,987353.0,178131.0
March 2020,86818.0,128449.0,1391355.0,1228714.0,
June 2020,105567.0,-214187.0,1728513.0,1529009.0,
September 2020,206249.0,28068.0,2190903.0,1842540.0,
December 2020,212098.0,-329157.0,2122315.0,1762239.0,325094.0
March 2021,245436.0,115136.0,6234508.0,5954274.0,280234.0
June 2021,206248.0,42222.0,6233434.0,5977033.0,256401.0
September 2021,239087.0,-27526.0,10230503.0,9981650.0,248853.0
December 2021,578933.0,-113864.0,3810411.0,3264252.0,546160.0
